time,lng,lat,strong,power,speed,moveDir,moveSpeed,pressure,r7,r10,r12,remark,forecast,r7Quad.ne,r7Quad.se,r7Quad.sw,r7Quad.nw,r10Quad.ne,r10Quad.se,r10Quad.sw,r10Quad.nw,r12Quad.ne,r12Quad.se,r12Quad.sw,r12Quad.nw
1995-10-08T20:00:00,118.0,15.0,热带低压(TD),7,15,,,1004,,,,,,,,,,,,,,,,,
1995-10-09T02:00:00,118.0,15.0,热带低压(TD),7,15,,,1004,,,,,,,,,,,,,,,,,
1995-10-09T08:00:00,116.8,15.1,热带低压(TD),7,15,,,1004,,,,,,,,,,,,,,,,,
1995-10-09T14:00:00,115.2,15.1,热带低压(TD),7,15,,,1004,,,,,,,,,,,,,,,,,
1995-10-09T20:00:00,113.5,15.0,热带低压(TD),7,15,,,1002,,,,,,,,,,,,,,,,,
1995-10-10T02:00:00,112.5,14.9,热带低压(TD),7,15,,,1002,,,,,,,,,,,,,,,,,
1995-10-10T08:00:00,111.6,15.0,热带低压(TD),7,15,,,1000,,,,,,,,,,,,,,,,,
1995-10-10T14:00:00,111.2,15.2,热带低压(TD),7,15,,,1000,,,,,,,,,,,,,,,,,
1995-10-10T20:00:00,111.0,15.5,热带风暴(TS),8,18,,,998,,,,,,,,,,,,,,,,,
1995-10-11T02:00:00,110.5,16.1,热带风暴(TS),8,18,,,998,,,,,,,,,,,,,,,,,
1995-10-11T08:00:00,109.8,16.5,热带风暴(TS),8,18,,,998,,,,,,,,,,,,,,,,,
1995-10-11T14:00:00,109.0,16.9,热带风暴(TS),8,18,,,998,,,,,,,,,,,,,,,,,
1995-10-11T20:00:00,108.4,17.3,热带风暴(TS),8,18,,,998,,,,,,,,,,,,,,,,,
1995-10-12T02:00:00,108.2,17.7,热带风暴(TS),8,20,,,995,,,,,,,,,,,,,,,,,
1995-10-12T08:00:00,108.0,18.1,热带风暴(TS),9,23,,,990,,,,,,,,,,,,,,,,,
1995-10-12T14:00:00,107.9,18.4,强热带风暴(STS),10,25,,,985,,,,,,,,,,,,,,,,,
1995-10-12T20:00:00,108.0,18.8,强热带风暴(STS),10,25,,,985,,,,,,,,,,,,,,,,,
1995-10-13T02:00:00,108.3,19.8,强热带风暴(STS),10,25,,,985,,,,,,,,,,,,,,,,,
1995-10-13T08:00:00,108.6,20.7,强热带风暴(STS),10,25,,,985,,,,,,,,,,,,,,,,,
1995-10-13T14:00:00,108.8,21.4,强热带风暴(STS),10,25,,,990,,,,,,,,,,,,,,,,,
1995-10-13T20:00:00,109.5,22.1,热带风暴(TS),8,18,,,998,,,,,,,,,,,,,,,,,
1995-10-14T02:00:00,111.0,22.5,,5,10,,,1003,,,,,,,,,,,,,,,,,
1995-10-14T08:00:00,111.2,23.2,,5,9,,,1005,,,,,,,,,,,,,,,,,
1995-10-14T14:00:00,112.0,23.8,,5,9,,,1005,,,,,,,,,,,,,,,,,
