time,lng,lat,strong,power,speed,move_dir,move_speed,pressure,radius7,radius10,remark,forecast
2003-05-30T08:00:00,118.8,16.8,热带低压(TD),6,12,,,1002,,,,
2003-05-30T14:00:00,118.5,16.7,热带低压(TD),6,12,,,1002,,,,
2003-05-30T20:00:00,118.0,16.6,热带低压(TD),7,15,,,1000,,,,
2003-05-31T02:00:00,117.6,16.5,热带低压(TD),7,15,,,1000,,,,
2003-05-31T08:00:00,117.2,16.7,热带低压(TD),7,15,,,1000,,,,
2003-05-31T14:00:00,117.0,16.8,热带低压(TD),7,15,,,998,,,,
2003-05-31T20:00:00,116.7,16.9,热带低压(TD),7,15,,,998,,,,
2003-06-01T02:00:00,116.7,17.1,热带低压(TD),7,15,,,998,,,,
2003-06-01T08:00:00,117.2,16.7,热带低压(TD),7,15,,,998,,,,
2003-06-01T14:00:00,117.5,17.6,热带低压(TD),7,15,,,998,,,,
2003-06-01T20:00:00,118.2,18.3,热带风暴(TS),8,20,,,995,,,,
2003-06-02T02:00:00,118.9,19.5,热带风暴(TS),9,23,,,990,,,,
2003-06-02T08:00:00,119.4,20.4,热带风暴(TS),9,23,,,990,,,,
2003-06-02T14:00:00,120.0,20.7,强热带风暴(STS),10,25,,,990,,,,
2003-06-02T20:00:00,121.6,21.3,强热带风暴(STS),10,25,,,990,,,,
2003-06-03T02:00:00,123.3,22.2,热带风暴(TS),9,23,,,990,,,,
2003-06-03T08:00:00,124.9,22.7,热带风暴(TS),8,20,,,995,,,,
2003-06-03T14:00:00,127.5,23.7,热带风暴(TS),8,20,,,995,,,,
2003-06-03T20:00:00,130.4,25.7,热带风暴(TS),8,20,,,995,,,,
2003-06-04T02:00:00,132.7,27.6,热带风暴(TS),8,20,,,995,,,,
2003-06-04T08:00:00,135.2,29.2,热带风暴(TS),8,20,,,995,,,,
2003-06-04T14:00:00,136.9,30.3,热带低压(TD),7,15,,,1000,,,,
2003-06-04T20:00:00,139.4,31.5,热带低压(TD),7,15,,,1000,,,,
2003-06-05T02:00:00,141.8,33.1,热带低压(TD),6,12,,,1002,,,,
