time,lng,lat,strong,power,speed,move_dir,move_speed,pressure,radius7,radius10,remark,forecast
1997-10-14T14:00:00,164.1,12.6,热带低压(TD),6,12,,,1004,,,,
1997-10-14T20:00:00,163.8,12.8,热带低压(TD),7,15,,,1000,,,,
1997-10-15T02:00:00,162.6,13.1,热带风暴(TS),8,18,,,996,,,,
1997-10-15T08:00:00,161.8,13.2,热带风暴(TS),8,18,,,996,,,,
1997-10-15T14:00:00,160.6,13.3,热带风暴(TS),8,20,,,992,,,,
1997-10-15T20:00:00,159.5,13.4,热带风暴(TS),9,23,,,990,,,,
1997-10-16T02:00:00,158.5,13.4,强热带风暴(STS),10,28,,,985,,,,
1997-10-16T08:00:00,157.3,13.5,台风(TY),12,33,,,975,,,,
1997-10-16T14:00:00,155.9,13.7,台风(TY),12,35,,,970,,,,
1997-10-16T20:00:00,154.6,13.8,台风(TY),13,40,,,960,,,,
1997-10-17T02:00:00,153.2,14.0,强台风(STY),14,45,,,950,,,,
1997-10-17T08:00:00,151.8,14.3,强台风(STY),14,45,,,950,,,,
1997-10-17T14:00:00,150.1,14.6,强台风(STY),15,50,,,940,,,,
1997-10-17T20:00:00,148.7,14.9,强台风(STY),15,50,,,940,,,,
1997-10-18T02:00:00,147.2,15.3,超强台风(Super TY),16,55,,,930,,,,
1997-10-18T08:00:00,145.7,15.9,超强台风(Super TY),16,55,,,930,,,,
1997-10-18T14:00:00,144.4,16.5,超强台风(Super TY),16,55,,,930,,,,
1997-10-18T20:00:00,143.2,17.0,超强台风(Super TY),16,55,,,930,,,,
1997-10-19T02:00:00,142.0,17.6,超强台风(Super TY),16,55,,,930,,,,
1997-10-19T08:00:00,140.8,18.1,超强台风(Super TY),16,55,,,930,,,,
1997-10-19T14:00:00,139.8,18.5,超强台风(Super TY),16,55,,,930,,,,
1997-10-19T20:00:00,138.9,18.9,超强台风(Super TY),16,55,,,930,,,,
1997-10-20T02:00:00,138.1,19.5,超强台风(Super TY),16,55,,,930,,,,
1997-10-20T08:00:00,137.5,20.2,超强台风(Super TY),16,55,,,930,,,,
1997-10-20T14:00:00,137.0,20.9,超强台风(Super TY),16,55,,,930,,,,
1997-10-20T20:00:00,136.7,21.4,超强台风(Super TY),16,55,,,930,,,,
1997-10-21T02:00:00,136.6,22.2,强台风(STY),15,50,,,935,,,,
1997-10-21T08:00:00,136.9,23.1,强台风(STY),15,50,,,940,,,,
1997-10-21T14:00:00,137.2,24.1,强台风(STY),15,50,,,940,,,,
1997-10-21T20:00:00,138.2,25.1,强台风(STY),15,50,,,940,,,,
1997-10-22T02:00:00,139.3,25.9,强台风(STY),14,45,,,950,,,,
1997-10-22T08:00:00,140.9,26.2,台风(TY),13,40,,,960,,,,
1997-10-22T14:00:00,142.3,26.4,台风(TY),13,40,,,960,,,,
1997-10-22T20:00:00,144.0,26.6,台风(TY),12,35,,,970,,,,
1997-10-23T02:00:00,146.3,27.1,强热带风暴(STS),11,30,,,980,,,,
1997-10-23T08:00:00,148.5,28.0,强热带风暴(STS),10,25,,,985,,,,
1997-10-23T14:00:00,152.2,29.5,强热带风暴(STS),10,25,,,985,,,,
1997-10-23T20:00:00,155.4,29.9,强热带风暴(STS),10,25,,,985,,,,
1997-10-24T02:00:00,158.3,29.9,强热带风暴(STS),10,25,,,985,,,,
1997-10-24T08:00:00,161.0,29.7,热带风暴(TS),8,20,,,992,,,,
1997-10-24T14:00:00,163.0,29.5,热带低压(TD),7,15,,,998,,,,
