time,lng,lat,strong,power,speed,move_dir,move_speed,pressure,radius7,radius10,remark,forecast
2003-05-25T14:00:00,118.5,16.5,热带低压(TD),7,15,,,1000,,,,
2003-05-25T20:00:00,118.3,16.3,热带低压(TD),7,15,,,1000,,,,
2003-05-26T02:00:00,118.1,16.0,热带低压(TD),7,15,,,1000,,,,
2003-05-26T08:00:00,118.4,15.8,热带风暴(TS),8,18,,,995,,,,
2003-05-26T14:00:00,118.7,16.0,热带风暴(TS),8,20,,,995,,,,
2003-05-26T20:00:00,119.1,16.1,热带风暴(TS),9,23,,,990,,,,
2003-05-27T02:00:00,119.3,16.2,热带风暴(TS),9,23,,,990,,,,
2003-05-27T08:00:00,119.8,16.2,强热带风暴(STS),10,25,,,990,,,,
2003-05-27T14:00:00,120.8,16.3,热带风暴(TS),8,20,,,992,,,,
2003-05-27T20:00:00,121.9,16.8,热带风暴(TS),8,20,,,992,,,,
2003-05-28T02:00:00,122.6,17.5,热带风暴(TS),8,20,,,990,,,,
2003-05-28T08:00:00,123.7,18.7,热带风暴(TS),8,18,,,995,,,,
2003-05-28T14:00:00,124.1,19.5,热带风暴(TS),8,18,,,995,,,,
2003-05-28T20:00:00,124.5,20.4,热带风暴(TS),8,18,,,995,,,,
2003-05-29T02:00:00,125.1,21.0,热带风暴(TS),8,18,,,995,,,,
2003-05-29T08:00:00,125.8,21.9,热带风暴(TS),8,18,,,995,,,,
2003-05-29T14:00:00,126.9,22.3,热带风暴(TS),8,18,,,995,,,,
2003-05-29T20:00:00,128.2,23.1,热带风暴(TS),8,20,,,995,,,,
2003-05-30T02:00:00,129.3,24.3,强热带风暴(STS),10,25,,,985,,,,
2003-05-30T08:00:00,130.2,25.6,强热带风暴(STS),10,25,,,985,,,,
2003-05-30T14:00:00,130.8,27.4,强热带风暴(STS),10,25,,,985,,,,
2003-05-30T20:00:00,131.4,29.8,强热带风暴(STS),10,25,,,985,,,,
2003-05-31T02:00:00,132.3,32.0,热带风暴(TS),9,23,,,990,,,,
2003-05-31T08:00:00,133.2,33.9,热带风暴(TS),9,23,,,990,,,,
2003-05-31T14:00:00,134.4,35.0,热带低压(TD),7,15,,,990,,,,
2003-05-31T20:00:00,135.4,36.1,热带低压(TD),7,15,,,992,,,,
