time,lng,lat,strong,power,speed,moveDir,moveSpeed,pressure,r7,r10,r12,remark,forecast,r7Quad.ne,r7Quad.se,r7Quad.sw,r7Quad.nw,r10Quad.ne,r10Quad.se,r10Quad.sw,r10Quad.nw,r12Quad.ne,r12Quad.se,r12Quad.sw,r12Quad.nw
1992-09-16T08:00:00,149.5,16.5,,5,9,,,1006,,,,,,,,,,,,,,,,,
1992-09-16T14:00:00,148.5,15.5,,5,10,,,1004,,,,,,,,,,,,,,,,,
1992-09-16T20:00:00,147.5,15.0,,5,10,,,1004,,,,,,,,,,,,,,,,,
1992-09-17T02:00:00,146.5,14.3,,5,10,,,1004,,,,,,,,,,,,,,,,,
1992-09-17T08:00:00,145.0,14.0,,5,10,,,1004,,,,,,,,,,,,,,,,,
1992-09-17T14:00:00,143.3,13.8,,5,10,,,1004,,,,,,,,,,,,,,,,,
1992-09-17T20:00:00,141.5,13.7,,5,10,,,1004,,,,,,,,,,,,,,,,,
1992-09-18T02:00:00,140.0,14.0,,5,10,,,1004,,,,,,,,,,,,,,,,,
1992-09-18T08:00:00,138.7,14.9,热带低压(TD),6,12,,,1002,,,,,,,,,,,,,,,,,
1992-09-18T14:00:00,137.3,15.1,热带低压(TD),7,15,,,1000,,,,,,,,,,,,,,,,,
1992-09-18T20:00:00,134.8,15.3,热带低压(TD),7,15,,,1000,,,,,,,,,,,,,,,,,
1992-09-19T02:00:00,133.0,15.4,热带低压(TD),7,15,,,1000,,,,,,,,,,,,,,,,,
1992-09-19T08:00:00,131.6,15.6,热带风暴(TS),8,20,,,995,,,,,,,,,,,,,,,,,
1992-09-19T14:00:00,129.7,16.0,热带风暴(TS),8,20,,,995,,,,,,,,,,,,,,,,,
1992-09-19T20:00:00,128.0,16.1,热带风暴(TS),8,20,,,990,,,,,,,,,,,,,,,,,
1992-09-20T02:00:00,127.2,16.5,热带风暴(TS),8,20,,,990,,,,,,,,,,,,,,,,,
1992-09-20T08:00:00,126.5,17.5,强热带风暴(STS),10,25,,,985,,,,,,,,,,,,,,,,,
1992-09-20T14:00:00,124.8,18.1,强热带风暴(STS),10,25,,,985,,,,,,,,,,,,,,,,,
1992-09-20T20:00:00,123.8,18.6,强热带风暴(STS),10,25,,,985,,,,,,,,,,,,,,,,,
1992-09-21T02:00:00,123.2,19.0,强热带风暴(STS),10,25,,,985,,,,,,,,,,,,,,,,,
1992-09-21T08:00:00,122.8,19.4,强热带风暴(STS),11,30,,,980,,,,,,,,,,,,,,,,,
1992-09-21T14:00:00,122.5,20.0,强热带风暴(STS),11,30,,,980,,,,,,,,,,,,,,,,,
1992-09-21T20:00:00,122.3,20.8,强热带风暴(STS),11,30,,,980,,,,,,,,,,,,,,,,,
1992-09-22T02:00:00,122.0,21.3,台风(TY),12,35,,,980,,,,,,,,,,,,,,,,,
1992-09-22T08:00:00,121.7,22.0,台风(TY),12,35,,,975,,,,,,,,,,,,,,,,,
1992-09-22T14:00:00,121.3,23.6,台风(TY),12,35,,,975,,,,,,,,,,,,,,,,,
1992-09-22T20:00:00,121.2,25.5,台风(TY),12,35,,,980,,,,,,,,,,,,,,,,,
1992-09-23T02:00:00,120.9,26.5,强热带风暴(STS),11,30,,,980,,,,,,,,,,,,,,,,,
1992-09-23T08:00:00,120.8,28.3,强热带风暴(STS),11,30,,,985,,,,,,,,,,,,,,,,,
1992-09-23T14:00:00,120.6,29.6,强热带风暴(STS),10,25,,,990,,,,,,,,,,,,,,,,,
1992-09-23T20:00:00,120.6,30.6,热带风暴(TS),8,20,,,995,,,,,,,,,,,,,,,,,
1992-09-24T02:00:00,121.4,32.0,热带风暴(TS),8,20,,,995,,,,,,,,,,,,,,,,,
1992-09-24T08:00:00,122.2,33.8,热带风暴(TS),8,20,,,995,,,,,,,,,,,,,,,,,
1992-09-24T14:00:00,125.0,34.7,热带风暴(TS),8,20,,,995,,,,,,,,,,,,,,,,,
1992-09-24T20:00:00,128.0,36.0,热带风暴(TS),8,20,,,995,,,,,,,,,,,,,,,,,
1992-09-25T02:00:00,131.0,37.8,热带低压(TD),7,15,,,995,,,,,,,,,,,,,,,,,
1992-09-25T08:00:00,135.5,39.4,热带低压(TD),7,15,,,990,,,,,,,,,,,,,,,,,
1992-09-25T14:00:00,141.0,41.0,热带低压(TD),7,15,,,990,,,,,,,,,,,,,,,,,
1992-09-25T20:00:00,143.5,42.5,热带低压(TD),7,15,,,990,,,,,,,,,,,,,,,,,
1992-09-26T02:00:00,147.0,45.0,热带风暴(TS),8,20,,,985,,,,,,,,,,,,,,,,,
1992-09-26T08:00:00,150.0,46.5,热带风暴(TS),8,20,,,985,,,,,,,,,,,,,,,,,
1992-09-26T14:00:00,155.0,48.5,强热带风暴(STS),10,25,,,990,,,,,,,,,,,,,,,,,
