time,lng,lat,strong,power,speed,move_dir,move_speed,pressure,radius7,radius10,radius12,remark,forecast,radius7_quad.ne,radius7_quad.se,radius7_quad.sw,radius7_quad.nw,radius10_quad.ne,radius10_quad.se,radius10_quad.sw,radius10_quad.nw,radius12_quad.ne,radius12_quad.se,radius12_quad.sw,radius12_quad.nw
1993-09-23T08:00:00,150.0,13.7,热带低压(TD),6,12,,,1004,,,,,,,,,,,,,,,,,
1993-09-23T14:00:00,149.8,13.7,热带低压(TD),7,15,,,1000,,,,,,,,,,,,,,,,,
1993-09-23T20:00:00,149.6,13.8,热带风暴(TS),8,20,,,998,,,,,,,,,,,,,,,,,
1993-09-24T02:00:00,149.6,13.9,热带风暴(TS),8,20,,,998,,,,,,,,,,,,,,,,,
1993-09-24T08:00:00,149.4,14.5,热带风暴(TS),8,20,,,995,,,,,,,,,,,,,,,,,
1993-09-24T14:00:00,148.6,15.2,强热带风暴(STS),10,25,,,985,,,,,,,,,,,,,,,,,
1993-09-24T20:00:00,148.1,16.3,强热带风暴(STS),11,30,,,980,,,,,,,,,,,,,,,,,
1993-09-25T02:00:00,147.0,17.9,强热带风暴(STS),11,30,,,975,,,,,,,,,,,,,,,,,
1993-09-25T08:00:00,146.5,19.3,台风(TY),12,35,,,965,,,,,,,,,,,,,,,,,
1993-09-25T14:00:00,145.8,20.9,台风(TY),13,40,,,960,,,,,,,,,,,,,,,,,
1993-09-25T20:00:00,145.1,21.8,强台风(STY),14,45,,,955,,,,,,,,,,,,,,,,,
1993-09-26T02:00:00,144.8,22.9,强台风(STY),14,45,,,950,,,,,,,,,,,,,,,,,
1993-09-26T08:00:00,144.5,24.0,强台风(STY),14,45,,,950,,,,,,,,,,,,,,,,,
1993-09-26T14:00:00,145.1,24.8,强台风(STY),14,45,,,950,,,,,,,,,,,,,,,,,
1993-09-26T20:00:00,145.7,25.9,强台风(STY),14,45,,,950,,,,,,,,,,,,,,,,,
1993-09-27T02:00:00,147.0,27.2,台风(TY),13,40,,,960,,,,,,,,,,,,,,,,,
1993-09-27T08:00:00,148.6,28.7,台风(TY),13,40,,,960,,,,,,,,,,,,,,,,,
1993-09-27T14:00:00,150.8,30.8,台风(TY),13,40,,,965,,,,,,,,,,,,,,,,,
1993-09-27T20:00:00,152.6,33.0,台风(TY),12,35,,,970,,,,,,,,,,,,,,,,,
1993-09-28T02:00:00,155.0,35.5,强热带风暴(STS),11,30,,,975,,,,,,,,,,,,,,,,,
1993-09-28T08:00:00,158.6,38.7,强热带风暴(STS),10,25,,,980,,,,,,,,,,,,,,,,,
1993-09-28T14:00:00,165.5,43.5,热带风暴(TS),8,20,,,985,,,,,,,,,,,,,,,,,
1993-09-28T20:00:00,168.0,46.0,热带风暴(TS),8,20,,,985,,,,,,,,,,,,,,,,,
