time,lng,lat,strong,power,speed,moveDir,moveSpeed,pressure,r7,r10,r12,remark,forecast,r7Quad.ne,r7Quad.se,r7Quad.sw,r7Quad.nw,r10Quad.ne,r10Quad.se,r10Quad.sw,r10Quad.nw,r12Quad.ne,r12Quad.se,r12Quad.sw,r12Quad.nw
1994-07-17T14:00:00,116.0,16.0,热带低压(TD),6,12,,,1002,,,,,,,,,,,,,,,,,
1994-07-17T20:00:00,116.0,16.0,热带低压(TD),6,12,,,1002,,,,,,,,,,,,,,,,,
1994-07-18T02:00:00,117.0,15.7,热带低压(TD),6,12,,,1002,,,,,,,,,,,,,,,,,
1994-07-18T08:00:00,117.9,15.9,热带低压(TD),6,12,,,1002,,,,,,,,,,,,,,,,,
1994-07-18T14:00:00,118.5,16.3,热带低压(TD),7,15,,,998,,,,,,,,,,,,,,,,,
1994-07-18T20:00:00,118.9,16.7,热带低压(TD),7,15,,,998,,,,,,,,,,,,,,,,,
1994-07-19T02:00:00,119.5,17.1,热带风暴(TS),8,20,,,995,,,,,,,,,,,,,,,,,
1994-07-19T08:00:00,120.4,17.9,热带风暴(TS),8,20,,,995,,,,,,,,,,,,,,,,,
1994-07-19T14:00:00,121.0,18.7,热带风暴(TS),8,20,,,995,,,,,,,,,,,,,,,,,
1994-07-19T20:00:00,121.5,19.6,热带低压(TD),7,15,,,998,,,,,,,,,,,,,,,,,
1994-07-20T02:00:00,122.5,19.9,热带低压(TD),7,15,,,998,,,,,,,,,,,,,,,,,
1994-07-20T08:00:00,123.6,20.3,热带低压(TD),7,15,,,998,,,,,,,,,,,,,,,,,
1994-07-20T14:00:00,125.0,20.4,热带低压(TD),7,15,,,998,,,,,,,,,,,,,,,,,
1994-07-20T20:00:00,126.1,20.6,热带低压(TD),7,15,,,998,,,,,,,,,,,,,,,,,
1994-07-21T02:00:00,127.1,20.6,热带低压(TD),7,15,,,998,,,,,,,,,,,,,,,,,
