time,lng,lat,strong,power,speed,move_dir,move_speed,pressure,radius7,radius10,remark,forecast
2006-07-19T14:00:00,140.7,11.7,热带风暴(TS),8,18,,,998,50.0,,,
2006-07-19T20:00:00,139.8,12.1,热带风暴(TS),8,18,,,998,50.0,,,
2006-07-20T02:00:00,139.0,12.1,热带风暴(TS),8,18,,,998,50.0,,,
2006-07-20T08:00:00,138.5,12.3,热带风暴(TS),9,23,,,990,200.0,,,
2006-07-20T14:00:00,137.7,13.5,强热带风暴(STS),10,25,西北西,15.0,988,260.0,50.0,,
2006-07-20T20:00:00,136.2,13.9,强热带风暴(STS),10,25,西北西,20.0,988,280.0,50.0,,
2006-07-21T02:00:00,135.6,14.4,强热带风暴(STS),10,28,西北西,20.0,985,280.0,50.0,,
2006-07-21T08:00:00,134.3,15.4,台风(TY),12,33,西北西,20.0,975,400.0,100.0,,
2006-07-21T14:00:00,132.8,15.8,台风(TY),12,33,西北西,25.0,975,400.0,100.0,,
2006-07-21T20:00:00,131.8,16.0,台风(TY),12,35,西北西,20.0,970,430.0,120.0,,
2006-07-22T02:00:00,130.8,16.3,台风(TY),13,38,,,960,430.0,120.0,,
2006-07-22T08:00:00,129.7,16.7,台风(TY),13,40,西北西,20.0,960,430.0,120.0,,
2006-07-22T14:00:00,129.1,17.0,台风(TY),13,40,西北西,15.0,960,430.0,120.0,,
2006-07-22T20:00:00,128.7,17.1,台风(TY),13,40,西北西,15.0,960,430.0,120.0,,
2006-07-23T02:00:00,128.2,17.9,台风(TY),13,40,西北西,15.0,960,430.0,120.0,,
2006-07-23T05:00:00,128.0,18.1,台风(TY),13,40,西北,15.0,960,430.0,120.0,,
2006-07-23T08:00:00,127.6,18.5,台风(TY),13,40,西北,15.0,960,430.0,120.0,,
2006-07-23T11:00:00,127.2,18.8,台风(TY),13,40,西北,15.0,960,430.0,120.0,,
2006-07-23T14:00:00,126.6,19.3,台风(TY),13,40,西北,15.0,960,430.0,120.0,,
2006-07-23T17:00:00,126.1,19.6,台风(TY),13,40,西北,20.0,960,430.0,120.0,,
2006-07-23T20:00:00,125.7,20.0,台风(TY),13,40,西北,20.0,960,430.0,120.0,,
2006-07-23T23:00:00,125.3,20.5,台风(TY),13,40,西北,20.0,960,430.0,120.0,,
2006-07-24T02:00:00,124.3,20.6,台风(TY),13,40,西北西,20.0,960,430.0,120.0,,
2006-07-24T05:00:00,124.1,20.6,台风(TY),13,40,西北西,20.0,960,430.0,120.0,,
2006-07-24T08:00:00,123.8,20.8,台风(TY),13,40,西北西,15.0,960,430.0,120.0,,
2006-07-24T09:00:00,123.7,21.0,台风(TY),13,40,西北,20.0,960,430.0,120.0,,
2006-07-24T10:00:00,123.6,21.1,台风(TY),13,40,西北,15.0,960,430.0,120.0,,
2006-07-24T11:00:00,123.3,21.2,台风(TY),13,40,西北,15.0,960,430.0,120.0,,
2006-07-24T12:00:00,123.2,21.4,台风(TY),13,40,,,960,430.0,120.0,,
2006-07-24T13:00:00,123.1,21.6,台风(TY),13,40,西北北,20.0,960,430.0,120.0,,
2006-07-24T14:00:00,123.0,21.7,台风(TY),13,40,,,960,430.0,120.0,,
2006-07-24T15:00:00,122.8,21.9,台风(TY),13,40,西北,20.0,960,430.0,120.0,,
2006-07-24T16:00:00,122.6,22.1,台风(TY),13,40,,,960,430.0,120.0,,
2006-07-24T17:00:00,122.5,22.1,台风(TY),13,40,西北西,15.0,960,430.0,120.0,,
2006-07-24T18:00:00,122.4,22.2,台风(TY),13,40,西北西,15.0,960,430.0,120.0,,
2006-07-24T19:00:00,122.3,22.3,台风(TY),13,40,西北西,15.0,960,430.0,120.0,,
2006-07-24T20:00:00,122.2,22.3,台风(TY),13,40,,15.0,960,430.0,120.0,,
2006-07-24T21:00:00,122.1,22.4,台风(TY),13,40,,,960,430.0,120.0,,
2006-07-24T22:00:00,121.9,22.6,台风(TY),13,40,西北西,15.0,960,430.0,120.0,,
2006-07-24T23:00:00,121.7,22.8,台风(TY),13,40,西北西,15.0,960,430.0,120.0,,
2006-07-25T00:00:00,121.5,23.0,台风(TY),13,40,西北,20.0,960,430.0,120.0,,
2006-07-25T01:00:00,121.2,23.0,台风(TY),13,40,西北,15.0,960,430.0,120.0,,
2006-07-25T02:00:00,120.9,23.1,台风(TY),13,40,西北西,20.0,960,430.0,120.0,,
2006-07-25T03:00:00,120.6,23.2,台风(TY),13,40,西北西,20.0,960,430.0,120.0,,
2006-07-25T04:00:00,120.1,23.3,台风(TY),13,40,西北西,20.0,960,430.0,120.0,,
2006-07-25T05:00:00,119.9,23.4,台风(TY),13,40,,,960,430.0,120.0,,
2006-07-25T06:00:00,119.8,23.5,台风(TY),13,40,西北,15.0,960,430.0,120.0,,
2006-07-25T07:00:00,119.7,23.6,台风(TY),13,40,西北,15.0,960,430.0,120.0,,
2006-07-25T08:00:00,119.6,23.7,台风(TY),13,40,,15.0,960,430.0,120.0,,
2006-07-25T09:00:00,119.5,23.8,台风(TY),12,35,,15.0,970,430.0,100.0,,
2006-07-25T10:00:00,119.3,24.0,台风(TY),12,35,,,970,430.0,100.0,,
2006-07-25T11:00:00,119.1,24.2,台风(TY),12,35,,20.0,970,430.0,100.0,,
2006-07-25T12:00:00,119.0,24.2,台风(TY),12,35,,20.0,970,430.0,100.0,,
2006-07-25T13:00:00,118.8,24.3,台风(TY),12,35,,20.0,970,430.0,100.0,,
2006-07-25T14:00:00,118.7,24.4,台风(TY),12,35,,20.0,970,430.0,100.0,,
2006-07-25T15:00:00,118.6,24.5,台风(TY),12,35,,,970,430.0,100.0,,
2006-07-25T16:00:00,118.4,24.5,台风(TY),12,33,,,975,430.0,100.0,,
2006-07-25T17:00:00,118.2,24.5,强热带风暴(STS),11,30,西北,20.0,980,400.0,80.0,,
2006-07-25T18:00:00,118.1,24.5,强热带风暴(STS),11,30,西,15.0,980,400.0,60.0,,
2006-07-25T19:00:00,117.9,24.4,强热带风暴(STS),10,28,西北西,15.0,985,400.0,60.0,,
2006-07-25T20:00:00,117.7,24.4,强热带风暴(STS),10,28,,,985,400.0,60.0,,
2006-07-25T21:00:00,117.6,24.4,强热带风暴(STS),10,28,西北西,20.0,985,400.0,60.0,,
2006-07-25T22:00:00,117.6,24.4,强热带风暴(STS),10,25,,,988,400.0,,,
2006-07-25T23:00:00,117.3,24.5,热带风暴(TS),9,23,,,990,400.0,,,
2006-07-26T00:00:00,117.1,24.6,热带风暴(TS),8,20,,,992,380.0,,,
2006-07-26T01:00:00,117.4,24.5,热带风暴(TS),8,20,,,992,380.0,,,
2006-07-26T02:00:00,117.5,24.5,热带风暴(TS),8,20,,,992,380.0,,,
2006-07-26T03:00:00,117.5,24.5,热带风暴(TS),8,20,,,992,380.0,,,
2006-07-26T04:00:00,117.3,24.5,热带风暴(TS),8,20,,,992,380.0,,,
2006-07-26T05:00:00,117.2,24.5,热带低压(TD),7,17,,,994,380.0,,,
2006-07-26T06:00:00,117.0,24.5,热带低压(TD),7,16,,,993,,,,
