time,lng,lat,strong,power,speed,move_dir,move_speed,pressure,radius7,radius10,remark,forecast
2009-08-18T08:00:00,157.6,15.5,热带风暴(TS),8,18,北西,15.0,1000,200,,,
2009-08-18T14:00:00,157.4,16.2,热带风暴(TS),8,18,北北西,15.0,998,200,,,
2009-08-18T20:00:00,157.1,16.7,热带风暴(TS),8,20,西北偏北,15.0,995,200,,,
2009-08-19T02:00:00,157.3,17.1,强热带风暴(STS),10,25,西北偏北,15.0,988,240,,,
2009-08-19T08:00:00,157.5,17.3,台风(TY),12,33,,,975,240,80.0,,
2009-08-19T14:00:00,157.7,17.7,台风(TY),12,33,,2.0,975,240,80.0,,
2009-08-19T20:00:00,157.6,18.0,台风(TY),12,35,北西北,5.0,970,240,80.0,,
2009-08-20T02:00:00,157.5,18.2,台风(TY),13,40,西北偏北,5.0,960,280,100.0,,
2009-08-20T08:00:00,157.3,18.6,强台风(STY),15,48,,,940,280,100.0,,
2009-08-20T14:00:00,157.2,18.9,强台风(STY),15,48,西北偏北,8.0,940,280,100.0,,
2009-08-20T20:00:00,157.1,19.0,强台风(STY),15,48,西北偏北,5.0,940,280,100.0,,
2009-08-21T02:00:00,157.0,19.3,强台风(STY),15,48,西北偏北,5.0,940,280,100.0,,
2009-08-21T08:00:00,156.7,19.8,强台风(STY),15,48,西北偏北,8.0,940,280,100.0,,
2009-08-21T14:00:00,156.7,20.5,超强台风(Super TY),16,53,北西北,10.0,935,300,120.0,,
2009-08-21T20:00:00,156.7,21.1,超强台风(Super TY),16,53,北,10.0,935,300,120.0,,
2009-08-22T02:00:00,156.7,22.1,超强台风(Super TY),16,53,北,20.0,935,350,160.0,,
2009-08-22T08:00:00,156.7,23.5,强台风(STY),15,50,,,940,300,120.0,,
2009-08-22T14:00:00,156.3,24.6,强台风(STY),14,45,北北西,25.0,950,300,120.0,,
2009-08-22T20:00:00,155.9,25.6,强台风(STY),14,45,北北西,20.0,950,300,120.0,,
2009-08-23T02:00:00,155.4,26.5,台风(TY),13,40,西北偏北,20.0,955,300,100.0,,
2009-08-23T08:00:00,155.0,27.5,台风(TY),13,40,西北偏北,20.0,955,300,100.0,,
2009-08-23T14:00:00,154.8,28.6,台风(TY),13,40,西北偏北,20.0,955,300,100.0,,
2009-08-23T20:00:00,154.6,29.3,台风(TY),13,40,西北偏北,20.0,955,300,100.0,,
2009-08-24T02:00:00,154.4,30.1,台风(TY),13,40,北,20.0,955,300,100.0,,
2009-08-24T08:00:00,154.7,31.0,台风(TY),13,40,东北偏北,25.0,955,300,100.0,,
2009-08-24T14:00:00,154.9,32.2,台风(TY),13,38,北北东,35.0,960,290,100.0,,
2009-08-24T20:00:00,155.2,33.5,台风(TY),13,38,东北偏北,35.0,960,290,100.0,,
2009-08-25T02:00:00,155.9,35.5,台风(TY),13,38,东北偏北,35.0,960,290,100.0,,
2009-08-25T08:00:00,156.7,38.0,台风(TY),13,38,东北偏北,55.0,960,290,100.0,,
2009-08-25T14:00:00,158.5,41.3,台风(TY),12,33,东北,70.0,970,290,90.0,,
