time,lng,lat,strong,power,speed,moveDir,moveSpeed,pressure,r7,r10,r12,remark,forecast,r7Quad.ne,r7Quad.se,r7Quad.sw,r7Quad.nw,r10Quad.ne,r10Quad.se,r10Quad.sw,r10Quad.nw,r12Quad.ne,r12Quad.se,r12Quad.sw,r12Quad.nw
1977-10-15T08:00:00,144.5,13.5,热带低压(TD),7,15,,,1000,,,,,,,,,,,,,,,,,
1977-10-15T14:00:00,142.5,13.5,热带低压(TD),7,15,,,1000,,,,,,,,,,,,,,,,,
1977-10-15T20:00:00,140.3,13.8,热带低压(TD),7,15,,,1000,,,,,,,,,,,,,,,,,
1977-10-16T02:00:00,138.5,14.4,热带低压(TD),7,15,,,1000,,,,,,,,,,,,,,,,,
1977-10-16T08:00:00,136.5,15.3,热带低压(TD),7,15,,,1000,,,,,,,,,,,,,,,,,
1977-10-16T14:00:00,135.2,15.7,热带低压(TD),7,15,,,1000,,,,,,,,,,,,,,,,,
1977-10-16T20:00:00,134.1,15.8,热带低压(TD),7,15,,,998,,,,,,,,,,,,,,,,,
1977-10-17T02:00:00,133.2,16.1,热带低压(TD),7,15,,,998,,,,,,,,,,,,,,,,,
1977-10-17T08:00:00,132.4,17.1,热带风暴(TS),8,20,,,990,,,,,,,,,,,,,,,,,
1977-10-17T14:00:00,131.7,17.9,强热带风暴(STS),10,25,,,986,,,,,,,,,,,,,,,,,
1977-10-17T20:00:00,131.3,17.5,强热带风暴(STS),10,25,,,986,,,,,,,,,,,,,,,,,
1977-10-18T02:00:00,132.4,18.1,强热带风暴(STS),10,25,,,986,,,,,,,,,,,,,,,,,
1977-10-18T08:00:00,132.6,19.1,强热带风暴(STS),10,25,,,984,,,,,,,,,,,,,,,,,
1977-10-18T14:00:00,132.6,20.5,强热带风暴(STS),11,30,,,980,,,,,,,,,,,,,,,,,
1977-10-18T20:00:00,133.1,22.0,强热带风暴(STS),11,30,,,980,,,,,,,,,,,,,,,,,
1977-10-19T02:00:00,133.8,23.7,强热带风暴(STS),10,25,,,988,,,,,,,,,,,,,,,,,
1977-10-19T08:00:00,135.0,25.5,强热带风暴(STS),10,25,,,988,,,,,,,,,,,,,,,,,
1977-10-19T14:00:00,136.0,26.9,强热带风暴(STS),10,25,,,988,,,,,,,,,,,,,,,,,
1977-10-19T20:00:00,137.2,28.1,强热带风暴(STS),10,25,,,986,,,,,,,,,,,,,,,,,
1977-10-20T02:00:00,138.5,28.8,强热带风暴(STS),10,25,,,986,,,,,,,,,,,,,,,,,
1977-10-20T08:00:00,139.7,29.3,强热带风暴(STS),10,25,,,988,,,,,,,,,,,,,,,,,
1977-10-20T14:00:00,141.0,29.9,强热带风暴(STS),10,25,,,988,,,,,,,,,,,,,,,,,
1977-10-20T20:00:00,144.0,30.3,热带风暴(TS),8,20,,,995,,,,,,,,,,,,,,,,,
1977-10-21T02:00:00,147.5,30.5,热带风暴(TS),8,20,,,998,,,,,,,,,,,,,,,,,
