time,lng,lat,strong,power,speed,moveDir,moveSpeed,pressure,r7,r10,r12,remark,forecast,r7Quad.ne,r7Quad.se,r7Quad.sw,r7Quad.nw,r10Quad.ne,r10Quad.se,r10Quad.sw,r10Quad.nw,r12Quad.ne,r12Quad.se,r12Quad.sw,r12Quad.nw
1992-08-02T08:00:00,149.0,10.0,,5,9,,,1008,,,,,,,,,,,,,,,,,
1992-08-02T14:00:00,147.9,9.7,,5,10,,,1005,,,,,,,,,,,,,,,,,
1992-08-02T20:00:00,146.5,9.9,热带低压(TD),6,12,,,1005,,,,,,,,,,,,,,,,,
1992-08-03T02:00:00,145.5,10.0,热带低压(TD),7,15,,,1004,,,,,,,,,,,,,,,,,
1992-08-03T08:00:00,144.8,10.2,热带低压(TD),7,15,,,1004,,,,,,,,,,,,,,,,,
1992-08-03T14:00:00,143.3,10.3,热带低压(TD),7,15,,,1004,,,,,,,,,,,,,,,,,
1992-08-03T20:00:00,142.0,10.5,热带低压(TD),7,15,,,1004,,,,,,,,,,,,,,,,,
1992-08-04T02:00:00,140.9,11.7,热带低压(TD),7,15,,,1000,,,,,,,,,,,,,,,,,
1992-08-04T08:00:00,139.9,13.5,热带风暴(TS),8,20,,,995,,,,,,,,,,,,,,,,,
1992-08-04T14:00:00,140.2,15.0,热带风暴(TS),8,20,,,990,,,,,,,,,,,,,,,,,
1992-08-04T20:00:00,139.8,16.5,强热带风暴(STS),10,25,,,985,,,,,,,,,,,,,,,,,
1992-08-05T02:00:00,138.9,17.6,强热带风暴(STS),11,30,,,980,,,,,,,,,,,,,,,,,
1992-08-05T08:00:00,137.5,18.7,强热带风暴(STS),11,30,,,980,,,,,,,,,,,,,,,,,
1992-08-05T14:00:00,136.4,19.1,台风(TY),12,35,,,970,,,,,,,,,,,,,,,,,
1992-08-05T20:00:00,135.2,19.9,台风(TY),13,40,,,965,,,,,,,,,,,,,,,,,
1992-08-06T02:00:00,134.1,20.8,台风(TY),13,40,,,960,,,,,,,,,,,,,,,,,
1992-08-06T08:00:00,133.2,21.7,强台风(STY),14,45,,,955,,,,,,,,,,,,,,,,,
1992-08-06T14:00:00,132.2,22.8,强台风(STY),14,45,,,950,,,,,,,,,,,,,,,,,
1992-08-06T20:00:00,131.2,24.2,强台风(STY),15,50,,,945,,,,,,,,,,,,,,,,,
1992-08-07T02:00:00,130.2,25.4,强台风(STY),15,50,,,940,,,,,,,,,,,,,,,,,
1992-08-07T08:00:00,129.6,26.5,强台风(STY),14,45,,,950,,,,,,,,,,,,,,,,,
1992-08-07T14:00:00,129.3,28.1,强台风(STY),14,45,,,955,,,,,,,,,,,,,,,,,
1992-08-07T20:00:00,129.1,29.3,台风(TY),13,40,,,960,,,,,,,,,,,,,,,,,
1992-08-08T02:00:00,129.7,30.8,台风(TY),12,35,,,970,,,,,,,,,,,,,,,,,
1992-08-08T08:00:00,130.5,32.6,台风(TY),12,35,,,970,,,,,,,,,,,,,,,,,
1992-08-08T14:00:00,133.0,34.5,强热带风暴(STS),11,30,,,980,,,,,,,,,,,,,,,,,
1992-08-08T20:00:00,135.3,35.8,强热带风暴(STS),10,25,,,985,,,,,,,,,,,,,,,,,
1992-08-09T02:00:00,136.2,36.8,强热带风暴(STS),10,25,,,985,,,,,,,,,,,,,,,,,
1992-08-09T08:00:00,138.2,38.2,热带风暴(TS),8,20,,,990,,,,,,,,,,,,,,,,,
1992-08-09T14:00:00,142.0,41.0,热带低压(TD),7,15,,,995,,,,,,,,,,,,,,,,,
1992-08-09T20:00:00,144.0,43.0,热带低压(TD),7,15,,,998,,,,,,,,,,,,,,,,,
1992-08-10T02:00:00,146.0,45.0,热带低压(TD),7,15,,,998,,,,,,,,,,,,,,,,,
1992-08-10T08:00:00,147.0,47.0,热带低压(TD),7,15,,,998,,,,,,,,,,,,,,,,,
1992-08-10T14:00:00,148.0,48.0,热带低压(TD),7,15,,,998,,,,,,,,,,,,,,,,,
1992-08-10T20:00:00,149.0,49.0,热带低压(TD),7,15,,,1000,,,,,,,,,,,,,,,,,
1992-08-11T02:00:00,150.0,50.0,热带低压(TD),7,15,,,1000,,,,,,,,,,,,,,,,,
