time,lng,lat,strong,power,speed,move_dir,move_speed,pressure,radius7,radius10,remark,forecast
1998-10-17T08:00:00,132.0,11.2,热带低压(TD),7,15,,,1000,,,,
1998-10-17T14:00:00,131.5,11.5,热带低压(TD),7,15,,,1000,,,,
1998-10-17T20:00:00,130.8,11.4,热带低压(TD),7,15,,,998,,,,
1998-10-18T02:00:00,130.4,11.3,热带低压(TD),7,15,,,998,,,,
1998-10-18T08:00:00,130.0,11.2,热带低压(TD),7,15,,,998,,,,
1998-10-18T14:00:00,130.0,11.2,热带低压(TD),7,15,,,995,,,,
1998-10-18T20:00:00,129.9,10.8,热带低压(TD),7,15,,,995,,,,
1998-10-19T02:00:00,129.9,10.8,热带风暴(TS),8,20,,,990,,,,
1998-10-19T08:00:00,129.7,10.5,强热带风暴(STS),10,25,,,985,,,,
1998-10-19T14:00:00,129.6,10.5,强热带风暴(STS),10,25,,,985,,,,
1998-10-19T20:00:00,129.6,10.5,强热带风暴(STS),10,28,,,985,,,,
1998-10-20T02:00:00,129.0,11.1,台风(TY),12,35,,,975,,,,
1998-10-20T08:00:00,128.2,11.5,台风(TY),13,40,,,965,,,,
1998-10-20T14:00:00,127.7,11.8,强台风(STY),14,45,,,955,,,,
1998-10-20T20:00:00,127.2,12.2,强台风(STY),15,50,,,940,,,,
1998-10-21T02:00:00,126.4,12.7,强台风(STY),15,50,,,940,,,,
1998-10-21T08:00:00,125.6,13.0,强台风(STY),15,50,,,940,,,,
1998-10-21T14:00:00,125.0,13.5,强台风(STY),15,50,,,940,,,,
1998-10-21T20:00:00,124.3,13.7,强台风(STY),15,50,,,940,,,,
1998-10-22T02:00:00,123.5,13.9,强台风(STY),14,45,,,950,,,,
1998-10-22T08:00:00,123.2,14.2,强台风(STY),14,45,,,950,,,,
1998-10-22T14:00:00,122.6,14.5,台风(TY),13,40,,,960,,,,
1998-10-22T20:00:00,122.0,15.0,台风(TY),13,40,,,960,,,,
1998-10-23T02:00:00,121.4,15.4,台风(TY),12,35,,,970,,,,
1998-10-23T08:00:00,120.5,16.1,台风(TY),12,33,,,975,,,,
1998-10-23T14:00:00,119.5,16.4,台风(TY),12,33,,,975,,,,
1998-10-23T20:00:00,118.9,16.8,台风(TY),12,33,,,975,,,,
1998-10-24T02:00:00,118.6,17.4,台风(TY),12,33,,,975,,,,
1998-10-24T08:00:00,118.0,18.0,台风(TY),12,33,,,975,,,,
1998-10-24T14:00:00,117.4,18.0,台风(TY),12,33,,,975,,,,
1998-10-24T20:00:00,116.7,18.4,台风(TY),12,33,,,975,,,,
1998-10-25T02:00:00,116.2,18.7,台风(TY),12,33,,,975,,,,
1998-10-25T08:00:00,115.8,19.1,台风(TY),12,33,,,975,,,,
1998-10-25T14:00:00,115.8,19.7,台风(TY),12,33,,,975,,,,
1998-10-25T20:00:00,115.9,20.2,台风(TY),12,33,,,975,,,,
1998-10-26T02:00:00,116.1,20.5,台风(TY),12,33,,,975,,,,
1998-10-26T08:00:00,116.2,20.8,台风(TY),12,33,,,975,,,,
1998-10-26T14:00:00,116.7,21.7,台风(TY),12,33,,,975,,,,
1998-10-26T20:00:00,117.3,22.4,台风(TY),12,33,,,975,,,,
1998-10-27T02:00:00,117.7,23.1,强热带风暴(STS),11,30,,,980,,,,
1998-10-27T08:00:00,118.1,23.6,强热带风暴(STS),10,25,,,985,,,,
1998-10-27T14:00:00,118.5,24.1,热带风暴(TS),8,20,,,995,,,,
1998-10-27T20:00:00,119.0,24.5,热带低压(TD),7,15,,,1002,,,,
1998-10-28T02:00:00,120.5,25.0,热带低压(TD),6,12,,,1004,,,,
