time,lng,lat,strong,power,speed,move_dir,move_speed,pressure,radius7,radius10,radius12,remark,forecast,radius7_quad.ne,radius7_quad.se,radius7_quad.sw,radius7_quad.nw,radius10_quad.ne,radius10_quad.se,radius10_quad.sw,radius10_quad.nw,radius12_quad.ne,radius12_quad.se,radius12_quad.sw,radius12_quad.nw
1969-08-13T02:00:00,150.0,9.5,,0,0,,,1009,,,,,,,,,,,,,,,,,
1969-08-13T08:00:00,149.1,9.4,,0,0,,,1009,,,,,,,,,,,,,,,,,
1969-08-13T14:00:00,148.0,9.4,,0,0,,,1007,,,,,,,,,,,,,,,,,
1969-08-13T20:00:00,147.0,9.5,,0,0,,,1007,,,,,,,,,,,,,,,,,
1969-08-14T02:00:00,145.8,9.7,,0,0,,,1006,,,,,,,,,,,,,,,,,
1969-08-14T08:00:00,144.6,9.9,,0,0,,,1004,,,,,,,,,,,,,,,,,
1969-08-14T14:00:00,143.8,10.3,热带低压(TD),6,12,,,1002,,,,,,,,,,,,,,,,,
1969-08-14T20:00:00,143.1,10.7,热带低压(TD),6,12,,,1001,,,,,,,,,,,,,,,,,
1969-08-15T02:00:00,142.3,11.2,热带低压(TD),7,15,,,999,,,,,,,,,,,,,,,,,
1969-08-15T08:00:00,141.4,11.6,热带低压(TD),7,15,,,998,,,,,,,,,,,,,,,,,
1969-08-15T14:00:00,140.6,12.4,热带低压(TD),7,15,,,996,,,,,,,,,,,,,,,,,
1969-08-15T20:00:00,139.8,13.0,热带风暴(TS),8,20,,,995,,,,,,,,,,,,,,,,,
1969-08-16T02:00:00,139.1,13.5,热带风暴(TS),8,20,,,994,,,,,,,,,,,,,,,,,
1969-08-16T08:00:00,138.3,14.0,热带风暴(TS),8,20,,,992,,,,,,,,,,,,,,,,,
1969-08-16T14:00:00,137.4,14.5,强热带风暴(STS),10,25,,,990,,,,,,,,,,,,,,,,,
1969-08-16T20:00:00,136.3,15.1,强热带风暴(STS),10,25,,,990,,,,,,,,,,,,,,,,,
1969-08-17T02:00:00,135.2,16.0,强热带风暴(STS),10,25,,,989,,,,,,,,,,,,,,,,,
1969-08-17T08:00:00,134.3,16.8,强热带风暴(STS),10,25,,,989,,,,,,,,,,,,,,,,,
1969-08-17T14:00:00,133.2,17.7,强热带风暴(STS),10,25,,,987,,,,,,,,,,,,,,,,,
1969-08-17T20:00:00,132.3,18.4,强热带风暴(STS),10,25,,,986,,,,,,,,,,,,,,,,,
1969-08-18T02:00:00,131.1,19.0,强热带风暴(STS),11,30,,,979,,,,,,,,,,,,,,,,,
1969-08-18T08:00:00,130.1,20.2,强热带风暴(STS),11,30,,,976,,,,,,,,,,,,,,,,,
1969-08-18T14:00:00,129.5,21.3,台风(TY),12,35,,,972,,,,,,,,,,,,,,,,,
1969-08-18T20:00:00,129.0,22.0,台风(TY),13,40,,,968,,,,,,,,,,,,,,,,,
1969-08-19T02:00:00,128.4,22.7,台风(TY),13,40,,,964,,,,,,,,,,,,,,,,,
1969-08-19T08:00:00,127.9,23.5,强台风(STY),14,45,,,958,,,,,,,,,,,,,,,,,
1969-08-19T14:00:00,127.5,24.3,强台风(STY),14,45,,,950,,,,,,,,,,,,,,,,,
1969-08-19T20:00:00,127.3,25.3,强台风(STY),15,50,,,940,,,,,,,,,,,,,,,,,
1969-08-20T02:00:00,127.2,25.9,强台风(STY),15,50,,,943,,,,,,,,,,,,,,,,,
1969-08-20T08:00:00,127.2,26.6,强台风(STY),14,45,,,948,,,,,,,,,,,,,,,,,
1969-08-20T14:00:00,127.2,27.2,强台风(STY),14,45,,,950,,,,,,,,,,,,,,,,,
1969-08-20T20:00:00,127.3,27.9,台风(TY),13,40,,,958,,,,,,,,,,,,,,,,,
1969-08-21T02:00:00,127.5,28.5,台风(TY),13,40,,,958,,,,,,,,,,,,,,,,,
1969-08-21T08:00:00,127.8,29.1,台风(TY),13,40,,,958,,,,,,,,,,,,,,,,,
1969-08-21T14:00:00,128.0,29.7,台风(TY),13,40,,,960,,,,,,,,,,,,,,,,,
1969-08-21T20:00:00,128.4,30.4,台风(TY),13,40,,,961,,,,,,,,,,,,,,,,,
1969-08-22T02:00:00,129.1,30.9,台风(TY),13,40,,,962,,,,,,,,,,,,,,,,,
1969-08-22T08:00:00,130.1,31.4,台风(TY),13,40,,,966,,,,,,,,,,,,,,,,,
1969-08-22T14:00:00,131.8,32.1,台风(TY),12,35,,,970,,,,,,,,,,,,,,,,,
1969-08-22T20:00:00,133.4,33.0,台风(TY),12,35,,,975,,,,,,,,,,,,,,,,,
1969-08-23T02:00:00,135.9,34.5,强热带风暴(STS),11,30,,,980,,,,,,,,,,,,,,,,,
1969-08-23T08:00:00,138.0,36.0,强热带风暴(STS),10,25,,,984,,,,,,,,,,,,,,,,,
1969-08-23T14:00:00,140.0,37.5,强热带风暴(STS),10,25,,,985,,,,,,,,,,,,,,,,,
1969-08-23T20:00:00,141.8,39.6,强热带风暴(STS),10,25,,,985,,,,,,,,,,,,,,,,,
1969-08-24T02:00:00,143.0,41.6,强热带风暴(STS),10,25,,,985,,,,,,,,,,,,,,,,,
1969-08-24T08:00:00,143.8,43.3,强热带风暴(STS),10,25,,,986,,,,,,,,,,,,,,,,,
1969-08-24T14:00:00,144.0,44.2,热带风暴(TS),8,20,,,990,,,,,,,,,,,,,,,,,
1969-08-24T20:00:00,144.0,45.3,热带低压(TD),7,15,,,993,,,,,,,,,,,,,,,,,
