time,lng,lat,strong,power,speed,moveDir,moveSpeed,pressure,r7,r10,r12,remark,forecast,r7Quad.ne,r7Quad.se,r7Quad.sw,r7Quad.nw,r10Quad.ne,r10Quad.se,r10Quad.sw,r10Quad.nw,r12Quad.ne,r12Quad.se,r12Quad.sw,r12Quad.nw
1986-10-17T14:00:00,130.0,10.5,热带低压(TD),7,15,,,1000,,,,,,,,,,,,,,,,,
1986-10-17T20:00:00,129.1,10.6,热带低压(TD),7,15,,,1000,,,,,,,,,,,,,,,,,
1986-10-18T02:00:00,128.7,10.7,热带低压(TD),7,15,,,1000,,,,,,,,,,,,,,,,,
1986-10-18T08:00:00,128.2,11.0,热带低压(TD),7,15,,,1000,,,,,,,,,,,,,,,,,
1986-10-18T14:00:00,127.4,11.6,热带风暴(TS),8,20,,,995,,,,,,,,,,,,,,,,,
1986-10-18T20:00:00,126.3,12.0,热带风暴(TS),8,20,,,995,,,,,,,,,,,,,,,,,
1986-10-19T02:00:00,125.3,12.3,热带风暴(TS),8,20,,,995,,,,,,,,,,,,,,,,,
1986-10-19T08:00:00,124.2,12.5,热带风暴(TS),8,20,,,995,,,,,,,,,,,,,,,,,
1986-10-19T14:00:00,123.0,12.7,热带风暴(TS),8,20,,,995,,,,,,,,,,,,,,,,,
1986-10-19T20:00:00,121.5,13.0,热带风暴(TS),8,20,,,995,,,,,,,,,,,,,,,,,
1986-10-20T02:00:00,119.0,13.3,热带风暴(TS),8,20,,,995,,,,,,,,,,,,,,,,,
1986-10-20T08:00:00,118.2,13.4,热带风暴(TS),8,20,,,995,,,,,,,,,,,,,,,,,
1986-10-20T14:00:00,117.2,13.7,热带风暴(TS),8,20,,,995,,,,,,,,,,,,,,,,,
1986-10-20T20:00:00,116.0,14.0,热带风暴(TS),8,20,,,992,,,,,,,,,,,,,,,,,
1986-10-21T02:00:00,114.9,14.2,热带风暴(TS),8,20,,,990,,,,,,,,,,,,,,,,,
1986-10-21T08:00:00,113.5,14.5,热带风暴(TS),8,20,,,989,,,,,,,,,,,,,,,,,
1986-10-21T14:00:00,112.2,14.8,热带风暴(TS),8,20,,,990,,,,,,,,,,,,,,,,,
1986-10-21T20:00:00,111.0,15.0,热带风暴(TS),8,20,,,990,,,,,,,,,,,,,,,,,
1986-10-22T02:00:00,110.0,15.2,热带风暴(TS),8,20,,,992,,,,,,,,,,,,,,,,,
1986-10-22T08:00:00,109.0,15.4,热带风暴(TS),8,20,,,995,,,,,,,,,,,,,,,,,
1986-10-22T14:00:00,107.5,15.6,,5,10,,,998,,,,,,,,,,,,,,,,,
1986-10-22T20:00:00,106.5,16.0,,5,10,,,1000,,,,,,,,,,,,,,,,,
