time,lng,lat,strong,power,speed,moveDir,moveSpeed,pressure,r7,r10,r12,remark,forecast,r7Quad.ne,r7Quad.se,r7Quad.sw,r7Quad.nw,r10Quad.ne,r10Quad.se,r10Quad.sw,r10Quad.nw,r12Quad.ne,r12Quad.se,r12Quad.sw,r12Quad.nw
1986-06-30T14:00:00,162.0,13.0,,5,10,,,1004,,,,,,,,,,,,,,,,,
1986-06-30T20:00:00,161.0,13.2,,5,10,,,1004,,,,,,,,,,,,,,,,,
1986-07-01T02:00:00,160.1,13.5,,5,10,,,1004,,,,,,,,,,,,,,,,,
1986-07-01T08:00:00,159.0,13.4,热带低压(TD),6,12,,,1004,,,,,,,,,,,,,,,,,
1986-07-01T14:00:00,158.2,13.4,热带低压(TD),6,12,,,1004,,,,,,,,,,,,,,,,,
1986-07-01T20:00:00,157.3,13.3,热带低压(TD),6,12,,,1004,,,,,,,,,,,,,,,,,
1986-07-02T02:00:00,156.5,13.0,热带低压(TD),6,12,,,1004,,,,,,,,,,,,,,,,,
1986-07-02T08:00:00,155.6,12.9,热带低压(TD),6,12,,,1004,,,,,,,,,,,,,,,,,
1986-07-02T14:00:00,154.5,13.0,热带低压(TD),6,12,,,1004,,,,,,,,,,,,,,,,,
1986-07-02T20:00:00,153.6,13.2,热带低压(TD),6,12,,,1004,,,,,,,,,,,,,,,,,
1986-07-03T02:00:00,152.6,13.4,热带低压(TD),6,12,,,1002,,,,,,,,,,,,,,,,,
1986-07-03T08:00:00,151.6,13.7,热带低压(TD),7,15,,,1002,,,,,,,,,,,,,,,,,
1986-07-03T14:00:00,150.8,13.9,热带低压(TD),7,15,,,1001,,,,,,,,,,,,,,,,,
1986-07-03T20:00:00,149.6,14.3,热带低压(TD),7,15,,,1000,,,,,,,,,,,,,,,,,
1986-07-04T02:00:00,148.1,14.4,热带风暴(TS),8,20,,,997,,,,,,,,,,,,,,,,,
1986-07-04T08:00:00,146.5,14.5,热带风暴(TS),8,20,,,995,,,,,,,,,,,,,,,,,
1986-07-04T14:00:00,145.2,14.5,强热带风暴(STS),10,25,,,988,,,,,,,,,,,,,,,,,
1986-07-04T20:00:00,143.8,14.7,强热带风暴(STS),10,25,,,985,,,,,,,,,,,,,,,,,
1986-07-05T02:00:00,142.5,14.8,强热带风暴(STS),11,30,,,980,,,,,,,,,,,,,,,,,
1986-07-05T08:00:00,141.3,14.9,台风(TY),12,35,,,973,,,,,,,,,,,,,,,,,
1986-07-05T14:00:00,140.0,15.0,台风(TY),13,40,,,953,,,,,,,,,,,,,,,,,
1986-07-05T20:00:00,138.7,15.1,强台风(STY),14,45,,,940,,,,,,,,,,,,,,,,,
1986-07-06T02:00:00,137.3,15.3,强台风(STY),15,50,,,940,,,,,,,,,,,,,,,,,
1986-07-06T08:00:00,136.0,15.4,强台风(STY),15,50,,,934,,,,,,,,,,,,,,,,,
1986-07-06T14:00:00,134.7,15.8,强台风(STY),15,50,,,917,,,,,,,,,,,,,,,,,
1986-07-06T20:00:00,133.1,16.1,超强台风(Super TY),16,55,,,910,,,,,,,,,,,,,,,,,
1986-07-07T02:00:00,131.7,16.5,超强台风(Super TY),17,60,,,905,,,,,,,,,,,,,,,,,
1986-07-07T08:00:00,130.3,16.7,超强台风(Super TY),18,65,,,900,,,,,,,,,,,,,,,,,
1986-07-07T14:00:00,129.0,16.9,超强台风(Super TY),18,65,,,910,,,,,,,,,,,,,,,,,
1986-07-07T20:00:00,127.7,17.1,超强台风(Super TY),17,60,,,917,,,,,,,,,,,,,,,,,
1986-07-08T02:00:00,126.5,17.2,超强台风(Super TY),16,55,,,925,,,,,,,,,,,,,,,,,
1986-07-08T08:00:00,125.7,17.3,超强台风(Super TY),16,55,,,925,,,,,,,,,,,,,,,,,
1986-07-08T14:00:00,124.7,17.4,超强台风(Super TY),16,55,,,920,,,,,,,,,,,,,,,,,
1986-07-08T20:00:00,123.8,17.6,超强台风(Super TY),16,55,,,920,,,,,,,,,,,,,,,,,
1986-07-09T02:00:00,122.8,17.9,强台风(STY),15,50,,,925,,,,,,,,,,,,,,,,,
1986-07-09T08:00:00,122.2,18.0,强台风(STY),14,45,,,930,,,,,,,,,,,,,,,,,
1986-07-09T14:00:00,121.3,18.1,强台风(STY),14,45,,,930,,,,,,,,,,,,,,,,,
1986-07-09T20:00:00,120.7,18.6,台风(TY),13,40,,,940,,,,,,,,,,,,,,,,,
1986-07-10T02:00:00,120.0,19.0,台风(TY),13,40,,,940,,,,,,,,,,,,,,,,,
1986-07-10T08:00:00,119.4,19.5,台风(TY),12,35,,,950,,,,,,,,,,,,,,,,,
1986-07-10T14:00:00,118.7,19.9,台风(TY),12,35,,,960,,,,,,,,,,,,,,,,,
1986-07-10T20:00:00,118.0,20.5,台风(TY),12,35,,,970,,,,,,,,,,,,,,,,,
1986-07-11T02:00:00,117.3,21.3,台风(TY),12,35,,,976,,,,,,,,,,,,,,,,,
1986-07-11T08:00:00,116.4,22.0,台风(TY),12,35,,,976,,,,,,,,,,,,,,,,,
1986-07-11T14:00:00,115.8,22.7,强热带风暴(STS),11,30,,,978,,,,,,,,,,,,,,,,,
1986-07-11T20:00:00,114.8,22.8,强热带风暴(STS),10,25,,,980,,,,,,,,,,,,,,,,,
1986-07-12T02:00:00,114.1,23.1,热带风暴(TS),8,20,,,985,,,,,,,,,,,,,,,,,
1986-07-12T08:00:00,113.2,23.6,热带低压(TD),6,12,,,990,,,,,,,,,,,,,,,,,
1986-07-12T14:00:00,112.5,23.8,热带低压(TD),6,12,,,990,,,,,,,,,,,,,,,,,
