time,lng,lat,strong,power,speed,moveDir,moveSpeed,pressure,r7,r10,r12,remark,forecast,r7Quad.ne,r7Quad.se,r7Quad.sw,r7Quad.nw,r10Quad.ne,r10Quad.se,r10Quad.sw,r10Quad.nw,r12Quad.ne,r12Quad.se,r12Quad.sw,r12Quad.nw
2004-07-25T20:00:00,149.3,23.6,热带风暴(TS),8,20,,,995,,,,,,,,,,,,,,,,,
2004-07-26T02:00:00,148.8,24.4,热带风暴(TS),9,23,,,990,,,,,,,,,,,,,,,,,
2004-07-26T08:00:00,148.4,24.7,强热带风暴(STS),10,28,,,980,,,,,,,,,,,,,,,,,
2004-07-26T14:00:00,147.8,25.4,台风(TY),12,33,,,970,,,,,,,,,,,,,,,,,
2004-07-26T20:00:00,147.1,26.0,强台风(STY),14,45,西北,17.0,950,450.0,180.0,,,,,,,,,,,,,,,
2004-07-27T02:00:00,146.6,27.0,强台风(STY),15,50,西北,18.0,945,450.0,180.0,,,,,,,,,,,,,,,
2004-07-27T08:00:00,146.1,27.7,强台风(STY),15,50,西北,18.0,945,450.0,200.0,,,,,,,,,,,,,,,
2004-07-27T14:00:00,145.3,28.7,强台风(STY),15,50,,,945,,,,,,,,,,,,,,,,,
2004-07-27T20:00:00,144.5,29.7,强台风(STY),14,45,西北,17.0,950,500.0,200.0,,,,,,,,,,,,,,,
2004-07-28T02:00:00,143.9,30.4,台风(TY),13,40,西北,16.0,960,500.0,150.0,,,,,,,,,,,,,,,
2004-07-28T08:00:00,142.7,30.8,台风(TY),13,40,,,960,,,,,,,,,,,,,,,,,
2004-07-28T14:00:00,141.6,31.3,台风(TY),13,40,西北偏西,15.0,960,500.0,150.0,,,,,,,,,,,,,,,
2004-07-28T20:00:00,140.8,31.4,台风(TY),13,40,,,960,,,,,,,,,,,,,,,,,
2004-07-29T02:00:00,140.3,31.5,台风(TY),13,40,西北偏西,16.0,960,500.0,150.0,,,,,,,,,,,,,,,
2004-07-29T08:00:00,139.8,31.5,台风(TY),13,40,偏西,14.0,960,500.0,150.0,,,,,,,,,,,,,,,
2004-07-29T14:00:00,139.3,31.5,台风(TY),13,40,偏西,12.0,960,500.0,150.0,,,,,,,,,,,,,,,
2004-07-29T20:00:00,138.8,31.5,台风(TY),13,40,偏西,13.0,960,400.0,150.0,,,,,,,,,,,,,,,
2004-07-30T02:00:00,138.5,31.3,台风(TY),13,40,偏西,12.0,960,400.0,150.0,,,,,,,,,,,,,,,
2004-07-30T08:00:00,138.0,31.5,台风(TY),13,38,偏西,11.0,965,400.0,150.0,,,,,,,,,,,,,,,
2004-07-30T14:00:00,136.8,31.9,台风(TY),12,35,西北偏西,14.0,970,400.0,120.0,,,,,,,,,,,,,,,
2004-07-30T20:00:00,136.0,31.9,台风(TY),12,35,西北偏西,15.0,970,380.0,120.0,,,,,,,,,,,,,,,
2004-07-31T02:00:00,135.4,32.1,强热带风暴(STS),11,30,西北偏西,15.0,975,380.0,120.0,,,,,,,,,,,,,,,
2004-07-31T08:00:00,134.6,32.3,强热带风暴(STS),11,30,西北偏西,15.0,975,380.0,120.0,,,,,,,,,,,,,,,
2004-07-31T14:00:00,133.4,32.9,强热带风暴(STS),11,30,西北,16.0,980,380.0,100.0,,,,,,,,,,,,,,,
2004-07-31T20:00:00,132.3,34.0,强热带风暴(STS),10,25,西北,23.0,985,300.0,50.0,,,,,,,,,,,,,,,
2004-08-01T02:00:00,130.7,35.2,热带风暴(TS),8,20,西北,25.0,990,200.0,,,,"[{'sets': '日本', 'points': [{'time': '2004-08-01T14:00:00', 'lng': 131.0, 'lat': 34.9, 'strong': None, 'power': None, 'speed': None, 'move_dir': None, 'move_speed': None, 'pressure': None, 'r7Quad': None, 'r10Quad': None, 'remark': None}, {'time': '2004-08-03T02:00:00', 'lng': 130.5, 'lat': 38.0, 'strong': None, 'power': None, 'speed': None, 'move_dir': None, 'move_speed': None, 'pressure': None, 'r7Quad': None, 'r10Quad': None, 'remark': None}]}, {'sets': '中国', 'points': [{'time': '2004-08-02T02:00:00', 'lng': 130.8, 'lat': 40.6, 'strong': None, 'power': None, 'speed': None, 'move_dir': None, 'move_speed': None, 'pressure': None, 'r7Quad': None, 'r10Quad': None, 'remark': None}]}]",,,,,,,,,,,,
