time,lng,lat,strong,power,speed,move_dir,move_speed,pressure,radius7,radius10,remark,forecast
1945-04-19T12:00:00,160.3,9.5,热带低压(TD),6,12,,,,,,,
1945-04-19T18:00:00,159.9,9.6,热带低压(TD),7,15,,,,,,,
1945-04-20T00:00:00,159.7,9.6,热带低压(TD),7,17,,,,,,,
1945-04-20T06:00:00,159.3,9.7,热带风暴(TS),8,20,,,,,,,
1945-04-20T12:00:00,158.8,9.8,热带风暴(TS),9,23,,,,,,,
1945-04-20T18:00:00,158.3,9.8,热带风暴(TS),9,23,,,,,,,
1945-04-21T00:00:00,157.9,9.8,强热带风暴(STS),10,25,,,,,,,
1945-04-21T06:00:00,157.4,9.9,强热带风暴(STS),10,25,,,,,,,
1945-04-21T12:00:00,157.0,10.0,强热带风暴(STS),10,25,,,,,,,
1945-04-21T18:00:00,156.5,10.0,热带风暴(TS),8,20,,,,,,,
1945-04-22T00:00:00,155.8,10.1,热带风暴(TS),8,20,,,,,,,
1945-04-22T06:00:00,155.1,10.2,热带低压(TD),7,17,,,,,,,
1945-04-22T12:00:00,154.5,10.2,热带低压(TD),7,17,,,,,,,
1945-04-22T18:00:00,154.2,10.3,热带低压(TD),7,17,,,,,,,
1945-04-23T00:00:00,153.8,10.4,热带低压(TD),7,17,,,,,,,
1945-04-23T06:00:00,153.4,10.5,热带低压(TD),7,15,,,,,,,
1945-04-23T12:00:00,153.0,10.6,热带低压(TD),7,15,,,,,,,
1945-04-23T18:00:00,152.4,11.0,热带低压(TD),7,15,,,,,,,
1945-04-24T00:00:00,152.0,11.2,热带低压(TD),7,15,,,,,,,
1945-04-24T06:00:00,151.5,11.6,热带低压(TD),7,15,,,,,,,
1945-04-24T12:00:00,151.0,12.0,热带低压(TD),7,15,,,,,,,
1945-04-24T18:00:00,150.6,12.7,热带低压(TD),7,15,,,,,,,
1945-04-25T00:00:00,150.2,13.3,热带低压(TD),7,15,,,,,,,
1945-04-25T06:00:00,149.8,13.9,热带低压(TD),6,12,,,,,,,
1945-04-25T12:00:00,149.5,14.5,热带低压(TD),6,12,,,,,,,
1945-04-25T18:00:00,149.3,15.1,热带低压(TD),6,12,,,,,,,
1945-04-26T00:00:00,149.2,15.8,热带低压(TD),6,12,,,,,,,
1945-04-26T06:00:00,149.1,16.4,,5,10,,,,,,,
1945-04-26T12:00:00,149.0,17.0,,5,10,,,,,,,
