time,lng,lat,strong,power,speed,move_dir,move_speed,pressure,radius7,radius10,remark,forecast
1997-11-11T14:00:00,138.5,11.5,热带低压(TD),7,15,,,1000,,,,
1997-11-11T20:00:00,137.7,12.1,热带低压(TD),7,15,,,998,,,,
1997-11-12T02:00:00,136.7,12.4,热带风暴(TS),8,20,,,995,,,,
1997-11-12T08:00:00,135.5,12.6,热带风暴(TS),8,20,,,995,,,,
1997-11-12T14:00:00,134.5,13.0,热带风暴(TS),9,23,,,992,,,,
1997-11-12T20:00:00,133.7,13.4,热带风暴(TS),9,23,,,992,,,,
1997-11-13T02:00:00,133.1,13.6,热带风暴(TS),9,23,,,992,,,,
1997-11-13T08:00:00,132.5,13.7,热带风暴(TS),9,23,,,992,,,,
1997-11-13T14:00:00,131.7,14.0,热带风暴(TS),9,23,,,992,,,,
1997-11-13T20:00:00,130.6,13.9,热带风暴(TS),9,23,,,992,,,,
1997-11-14T02:00:00,129.7,13.7,热带风暴(TS),9,23,,,992,,,,
1997-11-14T08:00:00,128.9,13.6,热带风暴(TS),9,23,,,992,,,,
1997-11-14T14:00:00,128.0,13.8,热带风暴(TS),9,23,,,992,,,,
1997-11-14T20:00:00,127.0,14.0,热带风暴(TS),8,20,,,995,,,,
1997-11-15T02:00:00,126.4,14.3,热带风暴(TS),8,20,,,995,,,,
1997-11-15T08:00:00,125.5,14.5,热带风暴(TS),8,20,,,995,,,,
1997-11-15T14:00:00,124.8,14.4,热带风暴(TS),8,20,,,995,,,,
1997-11-15T20:00:00,124.0,14.2,热带风暴(TS),8,20,,,995,,,,
1997-11-16T02:00:00,123.3,14.4,热带风暴(TS),8,20,,,995,,,,
1997-11-16T08:00:00,122.5,14.7,热带低压(TD),7,15,,,998,,,,
1997-11-16T14:00:00,122.0,15.0,热带低压(TD),6,12,,,1000,,,,
