time,lng,lat,strong,power,speed,moveDir,moveSpeed,pressure,r7,r10,r12,remark,forecast,r7Quad.ne,r7Quad.se,r7Quad.sw,r7Quad.nw,r10Quad.ne,r10Quad.se,r10Quad.sw,r10Quad.nw,r12Quad.ne,r12Quad.se,r12Quad.sw,r12Quad.nw
1971-09-08T14:00:00,127.3,17.8,热带低压(TD),6,12,,,1001,,,,,,,,,,,,,,,,,
1971-09-08T20:00:00,127.4,19.2,,5,10,,,1005,,,,,,,,,,,,,,,,,
1971-09-09T02:00:00,126.8,20.4,,5,10,,,1005,,,,,,,,,,,,,,,,,
1971-09-09T08:00:00,126.7,20.9,,5,10,,,1005,,,,,,,,,,,,,,,,,
1971-09-09T14:00:00,126.9,21.3,,5,10,,,1003,,,,,,,,,,,,,,,,,
1971-09-09T20:00:00,127.2,21.7,,5,10,,,1003,,,,,,,,,,,,,,,,,
1971-09-10T02:00:00,127.5,22.0,,5,10,,,1003,,,,,,,,,,,,,,,,,
1971-09-10T08:00:00,128.0,22.2,热带低压(TD),6,12,,,1002,,,,,,,,,,,,,,,,,
1971-09-10T14:00:00,128.5,22.1,热带低压(TD),7,15,,,1002,,,,,,,,,,,,,,,,,
1971-09-10T20:00:00,128.9,21.6,热带低压(TD),6,12,,,1002,,,,,,,,,,,,,,,,,
1971-09-11T02:00:00,129.4,21.4,热带低压(TD),6,12,,,1002,,,,,,,,,,,,,,,,,
1971-09-11T08:00:00,129.9,21.1,热带低压(TD),6,12,,,1002,,,,,,,,,,,,,,,,,
1971-09-11T14:00:00,130.4,21.0,,5,10,,,1000,,,,,,,,,,,,,,,,,
1971-09-11T20:00:00,131.0,21.0,,5,10,,,1000,,,,,,,,,,,,,,,,,
1971-09-12T02:00:00,131.7,21.1,,5,10,,,1000,,,,,,,,,,,,,,,,,
1971-09-12T08:00:00,132.4,21.0,,5,10,,,1000,,,,,,,,,,,,,,,,,
1971-09-12T14:00:00,132.3,20.6,,5,10,,,998,,,,,,,,,,,,,,,,,
1971-09-12T20:00:00,132.2,20.2,,5,10,,,998,,,,,,,,,,,,,,,,,
1971-09-13T02:00:00,132.0,20.0,热带低压(TD),6,12,,,998,,,,,,,,,,,,,,,,,
1971-09-13T08:00:00,131.7,19.8,热带低压(TD),6,12,,,998,,,,,,,,,,,,,,,,,
1971-09-13T14:00:00,131.4,19.7,热带低压(TD),7,15,,,998,,,,,,,,,,,,,,,,,
1971-09-13T20:00:00,130.9,19.6,热带低压(TD),7,15,,,998,,,,,,,,,,,,,,,,,
1971-09-14T02:00:00,130.2,19.4,热带低压(TD),7,15,,,998,,,,,,,,,,,,,,,,,
1971-09-14T08:00:00,129.4,19.2,热带低压(TD),7,15,,,998,,,,,,,,,,,,,,,,,
1971-09-14T14:00:00,128.6,18.9,热带低压(TD),7,15,,,998,,,,,,,,,,,,,,,,,
1971-09-14T20:00:00,128.1,18.6,热带低压(TD),7,15,,,998,,,,,,,,,,,,,,,,,
1971-09-15T02:00:00,127.4,18.4,热带低压(TD),7,15,,,998,,,,,,,,,,,,,,,,,
1971-09-15T08:00:00,126.8,18.3,热带风暴(TS),8,20,,,997,,,,,,,,,,,,,,,,,
1971-09-15T14:00:00,126.4,18.4,热带风暴(TS),8,20,,,997,,,,,,,,,,,,,,,,,
1971-09-15T20:00:00,126.1,18.7,热带风暴(TS),8,20,,,997,,,,,,,,,,,,,,,,,
1971-09-16T02:00:00,125.9,19.2,热带风暴(TS),8,20,,,997,,,,,,,,,,,,,,,,,
1971-09-16T08:00:00,125.7,19.4,热带风暴(TS),8,20,,,992,,,,,,,,,,,,,,,,,
1971-09-16T14:00:00,125.5,19.4,强热带风暴(STS),10,25,,,991,,,,,,,,,,,,,,,,,
1971-09-16T20:00:00,125.0,19.7,强热带风暴(STS),11,30,,,990,,,,,,,,,,,,,,,,,
1971-09-17T02:00:00,124.9,20.5,强热带风暴(STS),11,30,,,989,,,,,,,,,,,,,,,,,
1971-09-17T08:00:00,125.1,21.2,强热带风暴(STS),11,30,,,987,,,,,,,,,,,,,,,,,
1971-09-17T14:00:00,125.2,21.7,强热带风暴(STS),11,30,,,982,,,,,,,,,,,,,,,,,
1971-09-17T20:00:00,124.6,22.3,强热带风暴(STS),11,30,,,982,,,,,,,,,,,,,,,,,
1971-09-18T02:00:00,124.0,22.6,台风(TY),12,35,,,980,,,,,,,,,,,,,,,,,
1971-09-18T08:00:00,123.4,23.0,台风(TY),12,35,,,980,,,,,,,,,,,,,,,,,
1971-09-18T14:00:00,122.7,23.6,台风(TY),13,40,,,976,,,,,,,,,,,,,,,,,
1971-09-18T20:00:00,121.6,23.7,台风(TY),13,40,,,976,,,,,,,,,,,,,,,,,
1971-09-19T02:00:00,120.8,23.9,台风(TY),12,35,,,980,,,,,,,,,,,,,,,,,
1971-09-19T08:00:00,120.0,24.3,强热带风暴(STS),11,30,,,985,,,,,,,,,,,,,,,,,
1971-09-19T14:00:00,119.2,24.7,强热带风暴(STS),10,25,,,990,,,,,,,,,,,,,,,,,
1971-09-19T20:00:00,118.0,24.6,,5,10,,,998,,,,,,,,,,,,,,,,,
1971-09-20T02:00:00,117.8,24.4,,5,9,,,1001,,,,,,,,,,,,,,,,,
