time,lng,lat,strong,power,speed,move_dir,move_speed,pressure,radius7,radius10,remark,forecast
2004-06-06T14:00:00,118.3,15.4,热带风暴(TS),8,18,东北偏北,7.0,998,50,,,
2004-06-06T17:00:00,118.3,15.7,热带风暴(TS),8,18,东北偏北,7.0,998,50,,,
2004-06-06T20:00:00,118.3,16.1,热带风暴(TS),9,23,偏北,9.0,990,50,,,
2004-06-07T05:00:00,118.7,16.6,热带风暴(TS),9,23,东北偏北,11.0,990,50,,,
2004-06-07T08:00:00,118.9,16.7,热带风暴(TS),9,23,东北偏北,13.0,990,100,,,
2004-06-07T11:00:00,118.9,16.7,热带风暴(TS),9,23,东北偏北,,990,100,,,
2004-06-07T14:00:00,119.0,16.8,热带风暴(TS),9,23,东北偏北,12.0,990,100,,,
2004-06-07T17:00:00,119.0,16.9,强热带风暴(STS),10,25,东北偏北,10.0,985,100,50.0,,
2004-06-07T20:00:00,119.1,17.1,强热带风暴(STS),10,25,东北偏北,9.0,985,100,50.0,,
2004-06-08T05:00:00,119.2,18.3,强热带风暴(STS),10,28,东北偏北,9.0,980,180,50.0,,
2004-06-08T08:00:00,119.3,18.5,强热带风暴(STS),11,30,东北偏北,9.0,980,200,60.0,,
2004-06-08T14:00:00,119.6,19.3,强热带风暴(STS),11,30,东北偏北,10.0,980,200,60.0,,
2004-06-08T17:00:00,119.7,19.7,台风(TY),12,35,东北偏北,9.0,970,220,80.0,,
2004-06-08T20:00:00,120.0,19.8,台风(TY),12,35,东北偏北,10.0,970,220,80.0,,
2004-06-08T23:00:00,120.2,20.1,台风(TY),12,35,东北偏北,,970,220,80.0,,
2004-06-09T02:00:00,120.6,20.5,台风(TY),13,38,东北偏北,14.0,965,220,80.0,,
2004-06-09T05:00:00,120.9,20.9,台风(TY),13,38,东北偏北,15.0,965,220,80.0,,
2004-06-09T08:00:00,121.4,21.1,台风(TY),13,38,东北偏北,15.0,965,220,80.0,,
2004-06-09T11:00:00,121.8,21.7,台风(TY),13,38,东北,,965,220,80.0,,
2004-06-09T14:00:00,122.5,22.3,台风(TY),13,38,东北,14.0,965,220,80.0,,
2004-06-09T17:00:00,123.1,23.0,台风(TY),12,35,东北,19.0,970,220,80.0,,
2004-06-09T20:00:00,123.8,23.7,台风(TY),12,33,东北,26.0,970,220,80.0,,
2004-06-09T23:00:00,124.1,24.0,强热带风暴(STS),11,30,东北,,980,200,60.0,,
2004-06-10T08:00:00,126.2,25.9,台风(TY),13,40,东北,28.0,960,300,80.0,,
2004-06-10T11:00:00,126.9,26.4,台风(TY),13,38,东北,,965,280,80.0,,
2004-06-10T14:00:00,127.4,27.0,台风(TY),12,35,东北,28.0,970,280,80.0,,
2004-06-10T17:00:00,128.3,27.8,台风(TY),12,33,东北,33.0,975,270,80.0,,
2004-06-10T20:00:00,128.9,28.4,强热带风暴(STS),11,30,东北,56.0,980,260,80.0,,
2004-06-10T23:00:00,129.6,29.2,强热带风暴(STS),11,30,东北,,980,260,80.0,,
2004-06-11T02:00:00,130.5,29.6,强热带风暴(STS),11,30,东北,58.0,980,200,80.0,,
2004-06-11T05:00:00,131.6,30.4,强热带风暴(STS),10,28,东北,57.0,985,200,50.0,,
2004-06-11T08:00:00,131.8,31.0,热带风暴(TS),9,23,东北,39.0,990,200,,,
2004-06-11T14:00:00,133.8,33.1,热带风暴(TS),8,20,东北,51.0,992,160,,,
