time,lng,lat,strong,power,speed,moveDir,moveSpeed,pressure,r7,r10,r12,remark,forecast,r7Quad.ne,r7Quad.se,r7Quad.sw,r7Quad.nw,r10Quad.ne,r10Quad.se,r10Quad.sw,r10Quad.nw,r12Quad.ne,r12Quad.se,r12Quad.sw,r12Quad.nw
1993-09-13T14:00:00,130.5,13.5,热带低压(TD),6,12,,,1005,,,,,,,,,,,,,,,,,
1993-09-13T20:00:00,129.8,13.8,热带低压(TD),6,12,,,1005,,,,,,,,,,,,,,,,,
1993-09-14T02:00:00,129.0,14.3,热带低压(TD),6,12,,,1005,,,,,,,,,,,,,,,,,
1993-09-14T08:00:00,128.0,15.0,热带低压(TD),7,15,,,1002,,,,,,,,,,,,,,,,,
1993-09-14T14:00:00,127.2,15.5,热带低压(TD),7,15,,,1002,,,,,,,,,,,,,,,,,
1993-09-14T20:00:00,126.4,16.2,热带低压(TD),7,15,,,1002,,,,,,,,,,,,,,,,,
1993-09-15T02:00:00,125.8,16.6,热带低压(TD),7,15,,,1002,,,,,,,,,,,,,,,,,
1993-09-15T08:00:00,124.5,17.3,热带低压(TD),7,15,,,1000,,,,,,,,,,,,,,,,,
1993-09-15T14:00:00,123.6,17.9,热带低压(TD),7,15,,,1000,,,,,,,,,,,,,,,,,
1993-09-15T20:00:00,122.7,18.7,热带风暴(TS),8,20,,,995,,,,,,,,,,,,,,,,,
1993-09-16T02:00:00,121.5,18.9,热带风暴(TS),8,20,,,995,,,,,,,,,,,,,,,,,
1993-09-16T08:00:00,120.0,18.8,热带风暴(TS),8,20,,,990,,,,,,,,,,,,,,,,,
1993-09-16T14:00:00,118.4,19.3,强热带风暴(STS),10,25,,,985,,,,,,,,,,,,,,,,,
1993-09-16T20:00:00,116.8,20.0,强热带风暴(STS),10,25,,,985,,,,,,,,,,,,,,,,,
1993-09-17T02:00:00,115.0,20.8,强热带风暴(STS),11,30,,,980,,,,,,,,,,,,,,,,,
1993-09-17T08:00:00,113.6,21.7,台风(TY),12,35,,,975,,,,,,,,,,,,,,,,,
1993-09-17T14:00:00,111.7,22.3,强热带风暴(STS),10,25,,,985,,,,,,,,,,,,,,,,,
1993-09-17T20:00:00,110.7,22.5,热带低压(TD),7,15,,,995,,,,,,,,,,,,,,,,,
1993-09-18T02:00:00,109.2,22.5,热带低压(TD),6,12,,,1002,,,,,,,,,,,,,,,,,
1993-09-18T08:00:00,108.0,22.6,热带低压(TD),6,12,,,1002,,,,,,,,,,,,,,,,,
1993-09-18T14:00:00,106.8,22.4,,5,9,,,1004,,,,,,,,,,,,,,,,,
