time,lng,lat,strong,power,speed,move_dir,move_speed,pressure,radius7,radius10,remark,forecast
1945-08-15T12:00:00,161.0,17.0,热带低压(TD),6,12,,,,,,,
1945-08-15T18:00:00,160.1,17.5,热带低压(TD),6,12,,,,,,,
1945-08-16T00:00:00,159.3,18.0,热带低压(TD),6,12,,,,,,,
1945-08-16T06:00:00,158.8,18.4,热带低压(TD),6,12,,,,,,,
1945-08-16T12:00:00,158.0,19.0,热带低压(TD),6,12,,,,,,,
1945-08-16T18:00:00,157.5,19.5,热带低压(TD),6,12,,,,,,,
1945-08-17T00:00:00,156.9,20.0,热带低压(TD),6,12,,,,,,,
1945-08-17T06:00:00,156.5,20.4,热带低压(TD),6,12,,,,,,,
1945-08-17T12:00:00,156.0,21.0,热带低压(TD),6,12,,,,,,,
1945-08-17T18:00:00,155.2,21.3,热带低压(TD),6,12,,,,,,,
1945-08-18T00:00:00,154.5,21.7,热带低压(TD),6,12,,,,,,,
1945-08-18T06:00:00,153.7,22.0,热带低压(TD),6,12,,,,,,,
1945-08-18T12:00:00,153.0,22.5,热带低压(TD),7,15,,,,,,,
1945-08-18T18:00:00,152.1,23.0,热带低压(TD),7,15,,,,,,,
1945-08-19T00:00:00,151.4,23.5,热带低压(TD),7,15,,,,,,,
1945-08-19T06:00:00,150.8,23.9,热带低压(TD),7,17,,,,,,,
1945-08-19T12:00:00,150.5,24.5,热带低压(TD),7,17,,,,,,,
1945-08-19T18:00:00,149.5,25.3,热带风暴(TS),8,20,,,,,,,
1945-08-20T00:00:00,149.0,26.2,热带风暴(TS),8,20,,,,,,,
1945-08-20T06:00:00,148.4,27.1,热带风暴(TS),8,20,,,,,,,
1945-08-20T12:00:00,148.0,28.0,热带风暴(TS),8,20,,,,,,,
1945-08-20T18:00:00,147.0,28.4,强热带风暴(STS),10,25,,,,,,,
1945-08-21T00:00:00,146.2,29.0,强热带风暴(STS),11,30,,,,,,,
1945-08-21T06:00:00,145.2,29.6,强热带风暴(STS),10,25,,,,,,,
1945-08-21T12:00:00,144.5,30.0,热带风暴(TS),8,20,,,,,,,
1945-08-21T18:00:00,143.8,30.7,热带风暴(TS),8,20,,,,,,,
1945-08-22T00:00:00,143.0,31.5,热带风暴(TS),8,20,,,,,,,
1945-08-22T06:00:00,142.2,32.3,热带风暴(TS),8,20,,,,,,,
1945-08-22T12:00:00,141.5,33.0,热带风暴(TS),8,20,,,,,,,
