time,lng,lat,strong,power,speed,moveDir,moveSpeed,pressure,r7,r10,r12,remark,forecast,r7Quad.ne,r7Quad.se,r7Quad.sw,r7Quad.nw,r10Quad.ne,r10Quad.se,r10Quad.sw,r10Quad.nw,r12Quad.ne,r12Quad.se,r12Quad.sw,r12Quad.nw
1987-11-19T20:00:00,159.0,3.5,热带低压(TD),6,12,,,1004,,,,,,,,,,,,,,,,,
1987-11-20T02:00:00,157.3,4.5,热带低压(TD),7,15,,,1000,,,,,,,,,,,,,,,,,
1987-11-20T08:00:00,155.8,5.4,热带风暴(TS),8,20,,,995,,,,,,,,,,,,,,,,,
1987-11-20T14:00:00,154.3,6.1,强热带风暴(STS),10,25,,,990,,,,,,,,,,,,,,,,,
1987-11-20T20:00:00,153.8,6.8,强热带风暴(STS),10,25,,,990,,,,,,,,,,,,,,,,,
1987-11-21T02:00:00,151.2,7.5,强热带风暴(STS),10,25,,,985,,,,,,,,,,,,,,,,,
1987-11-21T08:00:00,149.5,8.2,强热带风暴(STS),11,30,,,985,,,,,,,,,,,,,,,,,
1987-11-21T14:00:00,147.8,8.8,强热带风暴(STS),11,30,,,985,,,,,,,,,,,,,,,,,
1987-11-21T20:00:00,145.8,9.3,强热带风暴(STS),11,30,,,985,,,,,,,,,,,,,,,,,
1987-11-22T02:00:00,144.2,9.9,强热带风暴(STS),11,30,,,980,,,,,,,,,,,,,,,,,
1987-11-22T08:00:00,142.7,10.3,强热带风暴(STS),11,30,,,980,,,,,,,,,,,,,,,,,
1987-11-22T14:00:00,140.9,10.6,强热带风暴(STS),11,30,,,980,,,,,,,,,,,,,,,,,
1987-11-22T20:00:00,139.1,10.9,强热带风暴(STS),11,30,,,980,,,,,,,,,,,,,,,,,
1987-11-23T02:00:00,137.5,11.0,台风(TY),12,35,,,975,,,,,,,,,,,,,,,,,
1987-11-23T08:00:00,136.0,11.1,台风(TY),12,35,,,975,,,,,,,,,,,,,,,,,
1987-11-23T14:00:00,134.8,11.1,台风(TY),13,40,,,970,,,,,,,,,,,,,,,,,
1987-11-23T20:00:00,133.8,11.2,台风(TY),13,40,,,970,,,,,,,,,,,,,,,,,
1987-11-24T02:00:00,132.7,11.3,台风(TY),13,40,,,970,,,,,,,,,,,,,,,,,
1987-11-24T08:00:00,131.6,11.5,台风(TY),13,40,,,965,,,,,,,,,,,,,,,,,
1987-11-24T14:00:00,130.6,11.8,强台风(STY),14,45,,,965,,,,,,,,,,,,,,,,,
1987-11-24T20:00:00,129.7,12.0,强台风(STY),14,45,,,960,,,,,,,,,,,,,,,,,
1987-11-25T02:00:00,128.7,12.3,强台风(STY),14,45,,,960,,,,,,,,,,,,,,,,,
1987-11-25T08:00:00,127.4,12.6,强台风(STY),15,50,,,955,,,,,,,,,,,,,,,,,
1987-11-25T14:00:00,126.0,12.9,强台风(STY),15,50,,,945,,,,,,,,,,,,,,,,,
1987-11-25T20:00:00,124.3,13.1,强台风(STY),15,50,,,945,,,,,,,,,,,,,,,,,
1987-11-26T02:00:00,122.5,13.3,强台风(STY),15,50,,,950,,,,,,,,,,,,,,,,,
1987-11-26T08:00:00,120.4,13.6,强台风(STY),15,50,,,950,,,,,,,,,,,,,,,,,
1987-11-26T14:00:00,118.8,14.1,强台风(STY),14,45,,,950,,,,,,,,,,,,,,,,,
1987-11-26T20:00:00,117.1,14.6,强台风(STY),14,45,,,950,,,,,,,,,,,,,,,,,
1987-11-27T02:00:00,115.9,15.2,强台风(STY),14,45,,,950,,,,,,,,,,,,,,,,,
1987-11-27T08:00:00,114.9,15.9,强台风(STY),14,45,,,950,,,,,,,,,,,,,,,,,
1987-11-27T14:00:00,113.7,16.7,强台风(STY),14,45,,,950,,,,,,,,,,,,,,,,,
1987-11-27T20:00:00,113.1,17.6,台风(TY),13,40,,,960,,,,,,,,,,,,,,,,,
1987-11-28T02:00:00,112.9,18.4,台风(TY),13,40,,,960,,,,,,,,,,,,,,,,,
1987-11-28T08:00:00,112.9,19.3,台风(TY),13,40,,,960,,,,,,,,,,,,,,,,,
1987-11-28T14:00:00,113.3,20.0,台风(TY),12,35,,,965,,,,,,,,,,,,,,,,,
1987-11-28T20:00:00,114.3,20.1,强热带风暴(STS),11,30,,,970,,,,,,,,,,,,,,,,,
1987-11-29T02:00:00,115.4,19.9,强热带风暴(STS),10,25,,,985,,,,,,,,,,,,,,,,,
1987-11-29T08:00:00,116.3,19.3,热带低压(TD),7,15,,,1000,,,,,,,,,,,,,,,,,
1987-11-29T14:00:00,117.8,19.3,热带低压(TD),7,15,,,1004,,,,,,,,,,,,,,,,,
