time,lng,lat,strong,power,speed,move_dir,move_speed,pressure,radius7,radius10,remark,forecast
2012-05-22T08:00:00,144.1,13.5,热带风暴(TS),8,18,西西北,17,1000,150,,,
2012-05-22T14:00:00,143.3,13.9,热带风暴(TS),8,18,西西北,18,1000,150,,,
2012-05-22T20:00:00,142.5,14.5,热带风暴(TS),8,20,北西,15,998,150,,,
2012-05-23T02:00:00,141.7,15.5,热带风暴(TS),9,23,北北西,20,992,150,,,
2012-05-23T08:00:00,141.0,16.1,热带风暴(TS),8,20,北北西,15,996,150,,,
2012-05-23T14:00:00,140.4,16.8,热带风暴(TS),9,23,西北,15,992,180,,,
2012-05-23T20:00:00,139.8,17.2,强热带风暴(STS),10,25,西北,15,988,200,40.0,,
2012-05-24T02:00:00,139.7,17.9,强热带风暴(STS),10,25,北西北,15,988,200,40.0,,
2012-05-24T08:00:00,139.4,19.0,强热带风暴(STS),10,25,北西北,15,988,200,40.0,,
2012-05-24T14:00:00,139.2,19.7,强热带风暴(STS),11,30,北西北,13,980,220,60.0,,
2012-05-24T20:00:00,138.8,20.6,台风(TY),12,33,北北东,13,975,260,80.0,,
2012-05-25T02:00:00,139.0,21.6,台风(TY),12,33,北北东,13,975,260,80.0,,
2012-05-25T08:00:00,139.2,22.3,台风(TY),12,35,北北东,15,970,260,100.0,,
2012-05-25T14:00:00,139.5,23.1,台风(TY),12,35,东北,15,970,260,100.0,,
2012-05-25T20:00:00,140.0,23.8,台风(TY),12,35,东北,20,970,260,100.0,,
2012-05-26T02:00:00,140.5,24.1,台风(TY),12,35,东北,15,970,260,100.0,,
2012-05-26T08:00:00,141.3,24.6,台风(TY),12,33,东北,18,975,230,100.0,,
2012-05-26T14:00:00,142.0,24.9,台风(TY),12,33,东北,20,975,230,100.0,,
2012-05-26T20:00:00,143.5,25.3,台风(TY),12,33,东北,25,975,230,80.0,,
2012-05-27T02:00:00,144.0,25.9,强热带风暴(STS),11,30,东北,25,980,230,80.0,,
