time,lng,lat,strong,power,speed,move_dir,move_speed,pressure,radius7,radius10,radius12,remark,forecast,radius7_quad.ne,radius7_quad.se,radius7_quad.sw,radius7_quad.nw,radius10_quad.ne,radius10_quad.se,radius10_quad.sw,radius10_quad.nw,radius12_quad.ne,radius12_quad.se,radius12_quad.sw,radius12_quad.nw
1956-07-22T02:00:00,117.3,16.8,,0,0,,,1006,,,,,,,,,,,,,,,,,
1956-07-22T08:00:00,116.8,17.8,,0,0,,,1006,,,,,,,,,,,,,,,,,
1956-07-22T14:00:00,116.4,18.6,热带低压(TD),6,12,,,1005,,,,,,,,,,,,,,,,,
1956-07-22T20:00:00,116.1,19.4,热带低压(TD),6,12,,,1005,,,,,,,,,,,,,,,,,
1956-07-23T02:00:00,115.8,20.0,,0,0,,,1005,,,,,,,,,,,,,,,,,
1956-07-23T08:00:00,115.6,20.6,,0,0,,,1005,,,,,,,,,,,,,,,,,
1956-07-23T14:00:00,116.0,21.3,,0,0,,,1005,,,,,,,,,,,,,,,,,
1956-07-23T20:00:00,117.0,21.7,,0,0,,,1005,,,,,,,,,,,,,,,,,
1956-07-24T02:00:00,118.0,22.0,,0,0,,,1007,,,,,,,,,,,,,,,,,
